Id,Label,timeset,modularity_class,indegree,outdegree,Degree
9802067,9802067,,37,164,214,378
9605234,9605234,,2,113,25,138
9705053,9705053,,2,43,26,69
9712213,9712213,,2,22,33,55
9804177,9804177,,7,81,1,82
9805156,9805156,,34,87,41,128
9809027,9809027,,34,62,23,85
9809032,9809032,,34,29,29,58
9812073,9812073,,34,89,26,115
9808079,9808079,,34,52,14,66
9806069,9806069,,2,38,29,67
1113,1113,,0,148,0,148
9605051,9605051,,2,33,33,66
9801165,9801165,,2,31,15,46
9910021,9910021,,0,35,13,48
1019,1019,,25,6,9,15
2049,2049,,25,3,11,14
9605022,9605022,,25,34,5,39
9703097,9703097,,25,9,2,11
9707253,9707253,,25,27,6,33
9908101,9908101,,25,12,7,19
9908149,9908149,,25,8,34,42
9909210,9909210,,25,6,6,12
9912176,9912176,,25,10,7,17
9912223,9912223,,25,5,13,18
9510221,9510221,,11,12,1,13
9710101,9710101,,25,14,7,21
9812059,9812059,,25,18,9,27
9901011,9901011,,25,27,13,40
9901086,9901086,,25,11,7,18
9907192,9907192,,25,12,14,26
9311060,9311060,,25,5,0,5
9406048,9406048,,25,31,0,31
9503023,9503023,,25,64,1,65
9506042,9506042,,25,13,3,16
9508082,9508082,,25,12,6,18
9508086,9508086,,25,10,1,11
9703187,9703187,,25,8,1,9
9608070,9608070,,25,26,0,26
9707122,9707122,,25,26,5,31
9806193,9806193,,25,11,2,13
9810062,9810062,,25,23,5,28
9811015,9811015,,25,43,7,50
9412055,9412055,,25,4,1,5
9506061,9506061,,11,3,6,9
9608071,9608071,,25,45,10,55
9609195,9609195,,25,12,2,14
9701022,9701022,,62,2,2,4
9702007,9702007,,25,16,3,19
9703089,9703089,,25,4,1,5
9705101,9705101,,11,2,0,2
9707073,9707073,,25,16,4,20
9707083,9707083,,25,27,14,41
9707168,9707168,,25,5,3,8
9711159,9711159,,25,3,5,8
9801129,9801129,,25,8,4,12
9802149,9802149,,25,4,0,4
9807121,9807121,,25,6,1,7
9811054,9811054,,25,2,6,8
9811174,9811174,,25,2,5,7
9811219,9811219,,25,2,2,4
9812060,9812060,,25,16,8,24
9905204,9905204,,25,5,4,9
9906228,9906228,,25,12,16,28
9607186,9607186,,25,7,1,8
9810065,9810065,,19,6,4,10
9601019,9601019,,11,3,1,4
9711168,9711168,,25,17,5,22
9809199,9809199,,25,16,5,21
9906043,9906043,,25,1,0,1
9910097,9910097,,25,2,6,8
1020,1020,,9,0,1,1
9805177,9805177,,9,12,0,12
1021,1021,,65,2,15,17
9406206,9406206,,65,82,11,93
9505186,9505186,,2,78,5,83
9604136,9604136,,65,22,3,25
9606187,9606187,,65,22,4,26
9609198,9609198,,65,5,10,15
9701178,9701178,,2,3,17,20
9704157,9704157,,65,19,7,26
9705105,9705105,,65,13,2,15
9705193,9705193,,65,29,21,50
9801102,9801102,,6,2,14,16
9806068,9806068,,65,15,21,36
9906007,9906007,,65,3,3,6
9912105,9912105,,65,2,10,12
9303016,9303016,,65,63,3,66
9308112,9308112,,65,48,3,51
9308154,9308154,,65,69,3,72
9309039,9309039,,65,87,2,89
9401147,9401147,,2,3,6,9
9403155,9403155,,65,79,3,82
9403191,9403191,,1,28,12,40
9406082,9406082,,65,23,11,34
9411102,9411102,,37,121,6,127
9504108,9504108,,2,35,4,39
9204024,9204024,,65,14,0,14
9601091,9601091,,65,24,7,31
9410237,9410237,,65,91,18,109
9401006,9401006,,65,65,5,70
9407044,9407044,,65,11,4,15
9503045,9503045,,65,38,15,53
9308124,9308124,,2,64,14,78
9311117,9311117,,6,2,0,2
9408060,9408060,,2,14,9,23
9410104,9410104,,2,59,9,68
9502065,9502065,,2,42,22,64
9504070,9504070,,25,7,8,15
9504148,9504148,,2,35,20,55
9507112,9507112,,2,35,14,49
9510028,9510028,,2,12,12,24
9510034,9510034,,65,14,20,34
9610032,9610032,,4,1,12,13
9311012,9311012,,1,24,14,38
9401025,9401025,,2,42,3,45
9402016,9402016,,2,46,17,63
9406067,9406067,,2,47,28,75
9409060,9409060,,2,17,13,30
9507022,9507022,,2,77,16,93
9610131,9610131,,31,21,2,23
9611039,9611039,,31,58,14,72
9410162,9410162,,6,11,8,19
9412228,9412228,,6,110,53,163
9508153,9508153,,6,18,3,21
9606109,9606109,,37,14,11,25
9612196,9612196,,6,13,1,14
9703081,9703081,,6,9,7,16
9706218,9706218,,2,7,7,14
9710166,9710166,,6,6,7,13
9712137,9712137,,6,4,8,12
9208026,9208026,,16,32,0,32
9502122,9502122,,65,66,19,85
9503226,9503226,,65,25,12,37
9506132,9506132,,65,4,1,5
9509095,9509095,,65,33,19,52
9509123,9509123,,65,29,26,55
9512025,9512025,,65,26,10,36
9512040,9512040,,65,34,25,59
9602179,9602179,,65,15,35,50
9704137,9704137,,65,10,30,40
9803019,9803019,,65,16,21,37
9307101,9307101,,65,5,3,8
9508141,9508141,,62,3,6,9
9805185,9805185,,62,27,38,65
9708110,9708110,,65,6,8,14
1022,1022,,19,1,3,4
9311055,9311055,,37,40,2,42
9802096,9802096,,19,9,4,13
9902115,9902115,,19,40,17,57
9202038,9202038,,37,1,0,1
9508049,9508049,,19,3,3,6
9702118,9702118,,19,6,7,13
9805128,9805128,,19,5,5,10
9211035,9211035,,19,23,0,23
9306027,9306027,,19,19,1,20
9403056,9403056,,19,17,0,17
9403116,9403116,,19,12,1,13
9406034,9406034,,19,18,4,22
9408091,9408091,,19,13,2,15
9411062,9411062,,19,13,5,18
9612194,9612194,,19,50,5,55
9701027,9701027,,19,11,2,13
9705052,9705052,,19,46,4,50
9705124,9705124,,19,38,4,42
9706102,9706102,,19,4,7,11
9709035,9709035,,19,23,3,26
9712066,9712066,,19,34,11,45
9712144,9712144,,19,21,12,33
9807017,9807017,,19,4,3,7
1023,1023,,7,9,6,15
9512044,9512044,,16,1,2,3
9612084,9612084,,7,32,14,46
9706031,9706031,,7,13,8,21
9908073,9908073,,7,2,6,8
9910131,9910131,,16,3,10,13
9912113,9912113,,7,10,16,26
9501049,9501049,,16,25,3,28
9306009,9306009,,7,25,0,25
9309034,9309034,,7,26,3,29
9311147,9311147,,7,39,1,40
9405067,9405067,,7,13,5,18
9412167,9412167,,7,39,3,42
9510144,9510144,,7,11,6,17
9602085,9602085,,7,16,9,25
9602119,9602119,,7,10,7,17
9603115,9603115,,7,5,7,12
9604045,9604045,,7,17,9,26
9609139,9609139,,9,2,6,8
9610153,9610153,,7,3,3,6
9610230,9610230,,7,3,6,9
9611040,9611040,,8,20,26,46
9207103,9207103,,8,42,0,42
9301067,9301067,,7,25,3,28
9305116,9305116,,8,18,3,21
9312153,9312153,,7,40,1,41
9405107,9405107,,7,55,2,57
9412059,9412059,,7,16,2,18
9305163,9305163,,7,18,5,23
9202074,9202074,,65,21,0,21
9205090,9205090,,16,19,0,19
9301062,9301062,,16,7,1,8
9304164,9304164,,16,5,2,7
9409167,9409167,,16,5,2,7
9505027,9505027,,16,23,4,27
9801022,9801022,,16,8,21,29
9804185,9804185,,16,9,1,10
9808192,9808192,,16,5,44,49
9907154,9907154,,16,9,8,17
9301019,9301019,,7,19,1,20
9305020,9305020,,7,18,3,21
9505128,9505128,,7,13,0,13
9602016,9602016,,7,30,3,33
9603117,9603117,,7,14,6,20
9702027,9702027,,6,19,6,25
9707023,9707023,,2,3,9,12
9809102,9809102,,7,10,35,45
9809182,9809182,,7,7,6,13
9812189,9812189,,7,3,5,8
9906248,9906248,,2,29,13,42
9908115,9908115,,7,9,19,28
9908157,9908157,,7,7,4,11
9909022,9909022,,2,13,26,39
9911080,9911080,,2,15,28,43
1024,1024,,2,27,20,47
9301050,9301050,,34,7,0,7
9512153,9512153,,2,38,13,51
9606139,9606139,,54,223,26,249
9704057,9704057,,2,24,12,36
9710129,9710129,,2,47,11,58
9811022,9811022,,2,33,19,52
9812074,9812074,,2,7,21,28
9904109,9904109,,2,33,22,55
9905196,9905196,,0,60,1,61
9905217,9905217,,0,48,10,58
9907066,9907066,,0,32,3,35
9909007,9909007,,2,4,13,17
9909015,9909015,,0,43,27,70
9909098,9909098,,2,25,20,45
9910095,9910095,,0,24,18,42
9912081,9912081,,0,28,13,41
9912226,9912226,,2,9,8,17
9212029,9212029,,2,16,1,17
9301035,9301035,,2,9,3,12
9506106,9506106,,2,65,30,95
9507160,9507160,,2,73,27,100
9508058,9508058,,2,41,35,76
9511162,9511162,,2,39,15,54
9512012,9512012,,2,90,13,103
9307050,9307050,,2,13,2,15
9605049,9605049,,54,99,9,108
9607007,9607007,,0,21,9,30
9205115,9205115,,19,19,0,19
9501069,9501069,,62,14,2,16
9607185,9607185,,2,57,7,64
9608017,9608017,,2,37,19,56
9612008,9612008,,54,24,40,64
9612119,9612119,,2,18,21,39
9703060,9703060,,2,38,24,62
9703123,9703123,,2,28,12,40
9703214,9703214,,2,31,15,46
9704009,9704009,,2,4,15,19
9307066,9307066,,62,13,0,13
9406015,9406015,,62,10,2,12
9708074,9708074,,2,20,9,29
9709065,9709065,,2,9,42,51
9206026,9206026,,2,56,0,56
9405113,9405113,,2,32,4,36
9501113,9501113,,2,77,18,95
9609086,9609086,,2,45,11,56
9701011,9701011,,2,12,14,26
9705160,9705160,,2,49,9,58
9708003,9708003,,2,55,22,77
9709002,9709002,,2,46,22,68
9710007,9710007,,2,38,21,59
9711128,9711128,,2,22,8,30
9712017,9712017,,2,15,23,38
9804011,9804011,,2,29,21,50
9201020,9201020,,2,41,0,41
9409117,9409117,,2,4,0,4
9609107,9609107,,2,7,8,15
9611024,9611024,,34,60,0,60
9611193,9611193,,34,9,1,10
9703010,9703010,,34,14,1,15
9811101,9811101,,2,19,50,69
9812161,9812161,,2,22,22,44
9811084,9811084,,0,17,15,32
9710120,9710120,,37,6,6,12
9711083,9711083,,37,12,43,55
9711099,9711099,,0,13,10,23
9801166,9801166,,37,5,27,32
9807140,9807140,,0,14,29,43
9812116,9812116,,0,10,5,15
9901032,9901032,,0,30,42,72
9711130,9711130,,54,67,13,80
9701117,9701117,,2,5,46,51
9711127,9711127,,2,14,30,44
9805148,9805148,,2,3,11,14
9606136,9606136,,2,37,29,66
9607058,9607058,,37,14,13,27
9706089,9706089,,0,82,9,91
9706141,9706141,,0,69,6,75
9707192,9707192,,37,37,52,89
9710222,9710222,,37,4,9,13
9802033,9802033,,54,41,24,65
9803142,9803142,,54,44,45,89
9806056,9806056,,37,16,19,35
9807166,9807166,,0,8,13,21
9902134,9902134,,37,10,25,35
9906243,9906243,,37,15,17,32
9907206,9907206,,34,12,20,32
9910050,9910050,,0,16,34,50
9803163,9803163,,2,44,33,77
9803216,9803216,,2,50,26,76
9803260,9803260,,2,23,11,34
9805073,9805073,,2,12,14,26
9811021,9811021,,2,36,28,64
9812224,9812224,,2,24,36,60
9408155,9408155,,37,107,1,108
9706217,9706217,,0,41,9,50
9811195,9811195,,0,28,21,49
9905165,9905165,,0,26,14,40
9908090,9908090,,0,19,7,26
9910057,9910057,,0,2,4,6
9308052,9308052,,4,13,6,19
9801090,9801090,,2,8,42,50
9806146,9806146,,34,124,42,166
9807127,9807127,,2,50,29,79
9808069,9808069,,2,34,26,60
9801142,9801142,,0,21,10,31
9912015,9912015,,0,15,13,28
9710033,9710033,,2,38,11,49
9904097,9904097,,2,6,12,18
9907170,9907170,,2,11,18,29
1025,1025,,54,17,39,56
9203079,9203079,,16,32,1,33
9308005,9308005,,54,22,6,28
9612181,9612181,,54,22,21,43
9804131,9804131,,37,48,12,60
9807056,9807056,,54,29,22,51
9907013,9907013,,37,35,4,39
9908135,9908135,,37,45,18,63
9910170,9910170,,37,57,32,89
9912279,9912279,,4,55,17,72
9202054,9202054,,16,10,0,10
9201014,9201014,,54,26,0,26
9202039,9202039,,54,12,0,12
9203071,9203071,,54,71,1,72
9206084,9206084,,4,143,1,144
9207004,9207004,,8,47,0,47
9207094,9207094,,37,126,0,126
9208035,9208035,,2,37,1,38
9209085,9209085,,54,16,1,17
9211040,9211040,,8,82,4,86
9212149,9212149,,16,124,0,124
9302048,9302048,,37,38,1,39
9303046,9303046,,16,126,0,126
9304087,9304087,,25,22,0,22
9305079,9305079,,37,20,1,21
9306122,9306122,,4,15,4,19
9211119,9211119,,37,17,1,18
9304034,9304034,,54,7,2,9
9307151,9307151,,54,5,3,8
9205051,9205051,,2,41,0,41
9206016,9206016,,2,45,0,45
9302109,9302109,,2,50,1,51
9412158,9412158,,37,48,3,51
9305083,9305083,,2,50,7,57
9503030,9503030,,54,108,14,122
9407025,9407025,,37,40,4,44
9311049,9311049,,54,4,3,7
9407190,9407190,,8,124,27,151
9604041,9604041,,37,64,25,89
9211072,9211072,,4,43,1,44
9310026,9310026,,4,18,9,27
9404025,9404025,,4,7,3,10
9512046,9512046,,54,23,37,60
9607026,9607026,,2,61,33,94
9607078,9607078,,54,21,26,47
9608014,9608014,,2,7,3,10
9608145,9608145,,54,20,14,34
9608154,9608154,,54,32,57,89
9310003,9310003,,8,5,0,5
9510016,9510016,,2,3,8,11
9612214,9612214,,11,2,1,3
9702173,9702173,,37,18,22,40
9702184,9702184,,2,45,14,59
9707174,9707174,,37,20,22,42
9710063,9710063,,2,18,6,24
9511173,9511173,,2,94,17,111
9611023,9611023,,8,1,8,9
9701137,9701137,,4,109,20,129
9702093,9702093,,54,60,45,105
9705130,9705130,,2,67,27,94
9706186,9706186,,2,29,19,48
9710049,9710049,,2,10,17,27
9710246,9710246,,54,10,35,45
9711112,9711112,,3,39,15,54
9804066,9804066,,54,4,9,13
9602014,9602014,,2,58,18,76
9701163,9701163,,2,4,30,34
9707087,9707087,,2,32,43,75
9707203,9707203,,2,4,70,74
9608015,9608015,,2,18,50,68
9610105,9610105,,54,67,47,114
9610155,9610155,,2,48,18,66
9612076,9612076,,54,27,16,43
9701054,9701054,,54,17,28,45
9702168,9702168,,54,14,20,34
9703156,9703156,,2,17,39,56
9704095,9704095,,54,13,48,61
9706097,9706097,,2,36,25,61
9708025,9708025,,2,22,11,33
9708065,9708065,,54,25,25,50
9708103,9708103,,54,29,33,62
9709113,9709113,,2,3,49,52
9711067,9711067,,54,40,24,64
9712189,9712189,,2,18,11,29
9712215,9712215,,2,11,32,43
9801081,9801081,,54,18,32,50
9802147,9802147,,2,8,36,44
9803072,9803072,,54,16,123,139
9806030,9806030,,54,6,16,22
9202085,9202085,,4,14,0,14
9311092,9311092,,4,16,0,16
9402113,9402113,,4,72,0,72
9503014,9503014,,4,10,6,16
9510008,9510008,,62,15,6,21
9704151,9704151,,37,136,20,156
9808080,9808080,,37,42,19,61
9902105,9902105,,4,193,18,211
9902120,9902120,,37,28,35,63
9611165,9611165,,2,39,29,68
9712223,9712223,,2,22,27,49
9810254,9810254,,37,26,23,49
9710006,9710006,,19,6,1,7
9712048,9712048,,37,12,11,23
9809072,9809072,,19,1,4,5
9807076,9807076,,54,49,11,60
9812031,9812031,,4,146,38,184
9907026,9907026,,37,57,44,101
9707214,9707214,,37,24,12,36
9711090,9711090,,37,24,12,36
9711124,9711124,,37,39,20,59
9901146,9901146,,3,38,40,78
9906242,9906242,,37,82,53,135
9907131,9907131,,37,41,22,63
9609122,9609122,,54,116,8,124
9806016,9806016,,2,11,8,19
9908107,9908107,,2,15,3,18
9912086,9912086,,2,26,30,56
1026,1026,,25,0,6,6
9310144,9310144,,16,35,3,38
9312059,9312059,,25,42,14,56
9405110,9405110,,25,62,2,64
9411163,9411163,,25,29,8,37
9910178,9910178,,16,4,7,11
9201036,9201036,,8,13,0,13
9206063,9206063,,8,22,0,22
209014,209014,,25,35,0,35
9201021,9201021,,25,53,0,53
9203056,9203056,,25,68,0,68
9203077,9203077,,8,13,0,13
9205030,9205030,,34,7,0,7
9205071,9205071,,25,22,1,23
9207001,9207001,,25,14,2,16
9209118,9209118,,25,20,3,23
9210010,9210010,,8,157,0,157
9210017,9210017,,25,29,2,31
9211054,9211054,,25,26,3,29
9301021,9301021,,25,10,0,10
9304012,9304012,,25,21,1,22
9307025,9307025,,25,2,4,6
9212003,9212003,,6,19,0,19
9302026,9302026,,25,32,2,34
9308002,9308002,,25,19,1,20
9312003,9312003,,25,18,1,19
9403121,9403121,,25,22,17,39
9201017,9201017,,25,20,0,20
9201041,9201041,,4,8,0,8
9202021,9202021,,6,30,0,30
9204044,9204044,,6,30,0,30
9204065,9204065,,6,19,0,19
9205018,9205018,,6,28,0,28
9205088,9205088,,6,65,0,65
9206061,9206061,,6,7,0,7
9206097,9206097,,6,15,0,15
9207067,9207067,,8,32,0,32
9208047,9208047,,6,46,0,46
9209007,9209007,,6,13,1,14
9209037,9209037,,8,22,1,23
9210026,9210026,,6,4,0,4
9210115,9210115,,6,37,0,37
9211096,9211096,,6,36,2,38
9211107,9211107,,8,9,0,9
9212072,9212072,,4,19,0,19
9301103,9301103,,6,30,3,33
9301122,9301122,,6,19,1,20
9302020,9302020,,16,3,9,12
9303027,9303027,,6,6,0,6
9303136,9303136,,6,37,1,38
9303167,9303167,,6,2,0,2
9304057,9304057,,6,90,4,94
9304061,9304061,,4,8,3,11
9305026,9305026,,4,22,13,35
9305087,9305087,,6,7,5,12
9306101,9306101,,6,11,1,12
9306147,9306147,,6,28,7,35
9307088,9307088,,4,33,19,52
9308001,9308001,,4,3,6,9
9308076,9308076,,6,2,1,3
9309011,9309011,,6,22,1,23
9309027,9309027,,6,11,7,18
9309085,9309085,,6,4,6,10
9310080,9310080,,6,16,2,18
9310126,9310126,,2,5,4,9
9310166,9310166,,6,4,2,6
9311157,9311157,,8,12,4,16
9312185,9312185,,8,6,13,19
9312206,9312206,,6,38,4,42
9401148,9401148,,6,4,3,7
9401161,9401161,,6,9,4,13
9403143,9403143,,6,26,16,42
9404170,9404170,,6,5,5,10
9405109,9405109,,6,100,10,110
9405112,9405112,,6,12,12,24
9502010,9502010,,6,29,3,32
9710176,9710176,,16,8,8,16
9807155,9807155,,16,7,11,18
1027,1027,,3,55,19,74
9802085,9802085,,2,56,23,79
9908038,9908038,,2,48,59,107
9910004,9910004,,3,150,24,174
9910091,9910091,,3,49,16,65
9911041,9911041,,3,79,25,104
9911098,9911098,,3,90,14,104
9912072,9912072,,3,341,17,358
9912075,9912075,,3,82,14,96
9912094,9912094,,3,107,13,120
9912167,9912167,,3,114,22,136
9604171,9604171,,2,20,9,29
9610041,9610041,,2,34,30,64
9712168,9712168,,2,7,29,36
9611103,9611103,,2,37,8,45
9704017,9704017,,2,15,3,18
9704098,9704098,,2,87,18,105
9708123,9708123,,2,19,29,48
9709098,9709098,,2,8,26,34
9711073,9711073,,2,25,23,48
9712179,9712179,,2,6,56,62
9801084,9801084,,2,17,49,66
9801085,9801085,,2,6,11,17
9510083,9510083,,3,48,0,48
9602115,9602115,,3,37,5,42
9902037,9902037,,7,12,6,18
9810179,9810179,,3,45,18,63
9901080,9901080,,3,78,22,100
9902051,9902051,,2,14,71,85
9410223,9410223,,19,14,1,15
9411030,9411030,,19,4,2,6
9502025,9502025,,11,25,1,26
9601092,9601092,,11,28,1,29
9712095,9712095,,3,11,24,35
9812208,9812208,,11,7,3,10
9902022,9902022,,34,21,25,46
9701139,9701139,,2,70,17,87
9706187,9706187,,2,6,15,21
9707162,9707162,,2,18,9,27
9708029,9708029,,2,8,4,12
9801051,9801051,,2,12,8,20
9801184,9801184,,2,8,0,8
9802082,9802082,,2,14,9,23
9802164,9802164,,2,8,13,21
9803088,9803088,,2,10,25,35
9805212,9805212,,2,6,12,18
9806096,9806096,,2,8,20,28
9810004,9810004,,2,6,10,16
9810035,9810035,,37,28,14,42
9810237,9810237,,2,7,26,33
9811220,9811220,,2,35,6,41
9812008,9812008,,2,3,41,44
9812177,9812177,,2,7,16,23
9902087,9902087,,2,5,24,29
9902113,9902113,,2,21,11,32
9902200,9902200,,2,9,53,62
9903037,9903037,,2,9,20,29
9903050,9903050,,2,5,45,50
9903165,9903165,,2,32,33,65
9903217,9903217,,2,17,54,71
9904122,9904122,,2,12,24,36
9209003,9209003,,7,58,0,58
9307087,9307087,,7,11,2,13
9508111,9508111,,3,4,5,9
9610248,9610248,,3,4,3,7
9908152,9908152,,3,31,7,38
9911137,9911137,,3,20,25,45
9912036,9912036,,3,15,19,34
9812063,9812063,,7,7,7,14
9909215,9909215,,3,79,36,115
9910138,9910138,,3,38,20,58
1028,1028,,8,1,6,7
9706175,9706175,,54,97,10,107
9712195,9712195,,54,11,24,35
9802162,9802162,,8,44,13,57
9809070,9809070,,2,18,25,43
9812136,9812136,,8,13,5,18
9910055,9910055,,54,21,18,39
9611205,9611205,,54,30,18,48
9704087,9704087,,2,20,30,50
9704145,9704145,,54,86,16,102
9705056,9705056,,2,30,12,42
9706025,9706025,,54,24,69,93
9707018,9707018,,54,59,16,75
9707126,9707126,,54,58,72,130
9707134,9707134,,54,54,13,67
9707222,9707222,,54,28,17,45
9709058,9709058,,54,35,64,99
9709116,9709116,,54,23,13,36
9710023,9710023,,54,30,14,44
9307001,9307001,,8,42,0,42
9311026,9311026,,8,3,2,5
9408014,9408014,,8,34,2,36
9502156,9502156,,8,18,3,21
9508135,9508135,,54,9,6,15
9512084,9512084,,8,12,3,15
9606067,9606067,,8,4,1,5
9607141,9607141,,8,20,3,23
9611045,9611045,,8,1,6,7
9611127,9611127,,8,11,14,25
9509158,9509158,,8,28,3,31
9709063,9709063,,2,29,9,38
9709199,9709199,,2,32,12,44
9801110,9801110,,2,24,28,52
9801183,9801183,,2,24,31,55
9801189,9801189,,2,20,15,35
9802088,9802088,,4,57,26,83
9805091,9805091,,2,25,25,50
9806081,9806081,,2,17,12,29
9806082,9806082,,2,14,12,26
9808188,9808188,,2,30,24,54
9712164,9712164,,54,14,16,30
9804023,9804023,,54,25,12,37
9809163,9809163,,8,3,4,7
9905050,9905050,,54,16,2,18
9907155,9907155,,54,16,16,32
9910056,9910056,,54,12,13,25
1029,1029,,54,7,33,40
9209101,9209101,,54,4,0,4
9611007,9611007,,54,23,14,37
9712035,9712035,,54,5,25,30
9811194,9811194,,31,31,14,45
9812028,9812028,,54,22,31,53
9812209,9812209,,54,22,28,50
9907134,9907134,,54,11,38,49
9907164,9907164,,54,16,18,34
9509070,9509070,,2,18,30,48
9201054,9201054,,2,26,0,26
9401070,9401070,,25,149,2,151
9510200,9510200,,2,81,12,93
9511159,9511159,,2,8,24,32
9512121,9512121,,54,26,16,42
9512191,9512191,,54,1,4,5
9512203,9512203,,2,19,36,55
9601057,9601057,,2,70,30,100
9601098,9601098,,2,18,8,26
9604070,9604070,,54,48,18,66
9608061,9608061,,2,38,28,66
9705074,9705074,,2,69,9,78
9705084,9705084,,2,71,15,86
9706142,9706142,,2,21,7,28
9710218,9710218,,2,18,39,57
9710247,9710247,,2,11,17,28
9704129,9704129,,54,15,21,36
9708137,9708137,,2,19,15,34
9303017,9303017,,54,60,4,64
9312159,9312159,,54,11,0,11
9608005,9608005,,54,42,13,55
9708130,9708130,,54,22,42,64
9709004,9709004,,54,12,16,28
9709123,9709123,,2,8,52,60
9710016,9710016,,54,8,9,17
9801205,9801205,,54,53,29,82
9804014,9804014,,54,7,30,37
9601151,9601151,,34,22,13,35
9712166,9712166,,54,25,15,40
9807111,9807111,,2,17,13,30
9501053,9501053,,54,19,2,21
9604103,9604103,,2,49,31,80
9709030,9709030,,31,22,24,46
9806230,9806230,,31,43,17,60
9608186,9608186,,54,30,17,47
9705031,9705031,,37,39,6,45
9709013,9709013,,54,67,20,87
9710116,9710116,,37,65,31,96
9801067,9801067,,54,17,37,54
9802168,9802168,,54,46,42,88
9802189,9802189,,54,20,8,28
9804210,9804210,,54,34,36,70
9805076,9805076,,54,9,34,43
9805220,9805220,,54,28,26,54
9807117,9807117,,54,8,23,31
9809026,9809026,,54,18,22,40
9406175,9406175,,2,16,3,19
9411188,9411188,,2,8,3,11
9705237,9705237,,54,20,23,43
9805131,9805131,,34,70,52,122
9811228,9811228,,54,21,37,58
9709010,9709010,,37,15,28,43
9902179,9902179,,54,9,25,34
9903215,9903215,,54,13,36,49
9811064,9811064,,54,7,21,28
1030,1030,,25,0,4,4
9406173,9406173,,25,2,2,4
9612009,9612009,,25,5,5,10
9704150,9704150,,25,4,1,5
9902165,9902165,,37,5,5,10
9402138,9402138,,25,4,1,5
9405108,9405108,,25,2,1,3
9204048,9204048,,6,5,0,5
9410137,9410137,,25,2,2,4
9506079,9506079,,25,14,2,16
9210032,9210032,,65,17,1,18
9305080,9305080,,65,11,6,17
9306012,9306012,,65,3,4,7
1031,1031,,34,5,3,8
9806236,9806236,,34,25,16,41
9910096,9910096,,34,54,24,78
9208074,9208074,,54,30,1,31
9712043,9712043,,8,14,26,40
9712246,9712246,,34,2,2,4
9802023,9802023,,3,8,18,26
9804172,9804172,,34,21,15,36
9805125,9805125,,34,26,5,31
9511063,9511063,,34,4,3,7
9606027,9606027,,8,6,8,14
9609034,9609034,,34,6,0,6
9808004,9808004,,34,26,11,37
9903020,9903020,,34,16,7,23
9906149,9906149,,34,4,7,11
9906167,9906167,,34,22,5,27
9907020,9907020,,34,3,10,13
1032,1032,,3,36,6,42
9912070,9912070,,3,30,11,41
9802129,9802129,,3,6,4,10
9911018,9911018,,3,12,8,20
9911026,9911026,,3,4,15,19
9912038,9912038,,3,13,31,44
1071,1071,,0,96,20,116
9910174,9910174,,0,56,44,100
9911083,9911083,,0,20,22,42
9911104,9911104,,0,20,19,39
9911165,9911165,,0,61,10,71
9911181,9911181,,0,37,13,50
9911237,9911237,,0,16,20,36
9912060,9912060,,0,40,22,62
9912125,9912125,,0,21,53,74
9912166,9912166,,0,1,6,7
9912186,9912186,,0,29,9,38
9912193,9912193,,0,6,18,24
9912230,9912230,,8,10,28,38
9912232,9912232,,0,54,20,74
9912287,9912287,,0,99,16,115
9912027,9912027,,34,33,20,53
9912053,9912053,,54,8,17,25
9811045,9811045,,2,8,14,22
9802195,9802195,,34,45,15,60
9803109,9803109,,34,50,49,99
9804093,9804093,,34,15,17,32
9903003,9903003,,34,4,16,20
9804096,9804096,,31,28,35,63
9809195,9809195,,0,35,9,44
9808124,9808124,,8,31,74,105
9903164,9903164,,2,2,28,30
9810028,9810028,,0,1,1,2
9908146,9908146,,54,13,24,37
9209032,9209032,,2,95,1,96
9404092,9404092,,31,38,19,57
9709023,9709023,,54,10,14,24
9807225,9807225,,34,27,16,43
9902055,9902055,,54,32,27,59
9905037,9905037,,2,10,40,50
9906206,9906206,,34,33,50,83
9512170,9512170,,2,1,7,8
9911015,9911015,,0,67,7,74
9711038,9711038,,54,10,11,21
1192,1192,,0,65,38,103
4097,4097,,0,68,10,78
9706012,9706012,,7,8,1,9
9910202,9910202,,54,24,22,46
9809057,9809057,,34,133,10,143
9903226,9903226,,34,35,11,46
9905115,9905115,,54,19,71,90
9910245,9910245,,34,25,5,30
9911164,9911164,,54,17,45,62
9901103,9901103,,54,6,20,26
9303160,9303160,,8,117,0,117
9509166,9509166,,8,69,12,81
9511134,9511134,,8,80,3,83
9512210,9512210,,8,58,9,67
9606102,9606102,,8,56,17,73
9609238,9609238,,8,26,34,60
9610168,9610168,,8,44,19,63
9703028,9703028,,8,27,10,37
9711163,9711163,,8,19,18,37
9804084,9804084,,8,9,39,48
9908139,9908139,,8,5,16,21
9909068,9909068,,8,11,17,28
9704045,9704045,,2,6,7,13
9907082,9907082,,54,17,4,21
9911230,9911230,,34,17,15,32
1034,1034,,25,0,4,4
9510091,9510091,,25,6,1,7
1035,1035,,1,53,9,62
9404162,9404162,,1,62,11,73
9604123,9604123,,1,27,16,43
9902099,9902099,,1,11,7,18
9910205,9910205,,1,14,5,19
9201004,9201004,,2,44,0,44
9207050,9207050,,2,36,1,37
9211025,9211025,,2,12,1,13
9302049,9302049,,8,19,2,21
9303025,9303025,,1,8,1,9
9303122,9303122,,2,18,2,20
9303172,9303172,,1,18,2,20
