,FromNodeId,ToNodeId,modularity_from,modularity_to
23850,9606193,9411187,2,2
23853,9612146,9411187,2,2
23855,9512031,9411187,2,2
23856,9512127,9411187,2,2
23857,9603147,9411187,2,2
23859,9504147,9411187,2,2
23860,9606185,9411187,2,2
23861,9607235,9411187,2,2
23863,9712253,9411187,2,2
23864,9707087,9411187,2,2
23865,9507090,9411187,2,2
23866,9506106,9411187,2,2
23868,9601152,9411187,2,2
23869,9601177,9411187,2,2
23870,9607149,9411187,2,2
23873,9510134,9411187,2,2
23874,9603100,9411187,2,2
23879,9509108,9411187,2,2
23880,9512089,9411187,2,2
23881,9604168,9411187,2,2
23889,9608015,9411187,2,2
23890,8241,9411187,2,2
23891,9506200,9411187,2,2
23893,9604052,9411187,2,2
23899,9707203,9411187,2,2
23904,9701187,9411187,2,2
23920,9703146,9411187,2,2
23934,9508058,9411187,2,2
23938,9509106,9411187,2,2
23950,9708164,9411187,2,2
23960,9508094,9504081,2,2
23962,9604179,9504081,2,2
23963,9702202,9504081,2,2
23964,9703040,9504081,2,2
23965,9508143,9504081,2,2
23966,9611047,9504081,2,2
23967,9612095,9504081,2,2
23968,9612229,9504081,2,2
23969,9811139,9504081,37,2
23972,9508154,9504081,2,2
23973,9809039,9504081,2,2
23974,9612121,9504081,2,2
23975,9908134,9504081,3,2
23976,9909215,9504081,3,2
23977,9710046,9504081,2,2
23980,9811101,9504081,2,2
23981,9604119,9504081,2,2
23982,9601150,9504081,2,2
23983,9803116,9504081,2,2
23984,9712115,9504081,2,2
23985,9705162,9504081,2,2
23987,9910052,9504081,2,2
23988,9910053,9504081,2,2
23989,9604103,9504081,2,2
23991,9611174,9504081,2,2
23992,9612204,9504081,2,2
23995,9602064,9504081,2,2
23999,9702163,9504081,2,2
24001,9710119,9504081,2,2
24002,9801132,9504081,54,2
24007,9909061,9504081,31,2
24014,9807171,9504081,2,2
24017,9806120,9504081,2,2
24023,2159,9504081,34,2
24024,9901050,9504081,2,2
24026,9610172,9504081,2,2
24027,9705011,9504081,2,2
24028,9712253,9504081,2,2
24029,9510161,9504081,2,2
24030,9603061,9504081,2,2
24032,9803061,9504081,34,2
24035,9508091,9504081,2,2
24041,9806169,9504081,2,2
24044,9603123,9504081,2,2
24049,9803259,9504081,2,2
24050,9806146,9504081,34,2
24051,9807127,9504081,2,2
24056,9902210,9504081,2,2
24058,9604168,9504081,2,2
24059,9711138,9504081,2,2
24060,9505073,9504081,2,2
24061,9512181,9504081,2,2
24062,5061,9504081,1,2
24066,5145,9504081,2,2
24067,9909227,9504081,2,2
24069,9704005,9504081,34,2
24072,9612192,9504081,54,2
24077,9506194,9504081,2,2
24080,7170,9504081,2,2
24084,8241,9504081,2,2
24085,9509148,9504081,2,2
24092,10088,9504081,34,2
24102,11283,9504081,3,2
24123,106178,9504081,2,2
24127,109092,9504081,34,2
24130,110050,9504081,37,2
24131,110055,9504081,0,2
24141,203048,9504081,2,2
24142,9908004,9504081,2,2
24164,210157,9504081,2,2
24172,303072,9504081,2,2
24185,9811093,9504081,2,2
24229,9508094,9506057,2,2
24230,9603003,9506057,54,2
24231,9604035,9506057,2,2
24233,9912164,9506057,2,2
24234,9710046,9506057,2,2
24236,9607201,9506057,2,2
24238,9803231,9506057,2,2
24239,9506126,9506057,2,2
24240,9702163,9506057,2,2
24242,9512031,9506057,2,2
24243,9507090,9506057,2,2
24244,9507160,9506057,2,2
24246,9601177,9506057,2,2
24247,9808100,9506057,2,2
24248,9706192,9506057,2,2
24249,9508091,9506057,2,2
24251,9604168,9506057,2,2
24252,9605085,9506057,2,2
24253,9807173,9506057,2,2
24261,9512012,9506057,2,2
24263,9605091,9506057,2,2
24266,9604052,9506057,2,2
24274,210157,9506057,2,2
24277,9508058,9506057,2,2
24279,9509106,9506057,2,2
24286,9508094,9507090,2,2
24287,9604090,9507090,0,2
24288,9604035,9507090,2,2
24289,9604089,9507090,2,2
24290,9703040,9507090,2,2
24291,9606033,9507090,2,2
24293,9602136,9507090,2,2
24294,9912164,9507090,2,2
24295,9710046,9507090,2,2
24299,9903214,9507090,34,2
24300,9709087,9507090,2,2
24301,9601029,9507090,2,2
24308,9606193,9507090,2,2
24310,9512031,9507090,2,2
24311,9512127,9507090,2,2
24312,9602014,9507090,2,2
24313,9603147,9507090,2,2
24314,9607026,9507090,2,2
24317,9607235,9507090,2,2
24318,9610172,9507090,2,2
24319,9612051,9507090,2,2
24321,9703216,9507090,2,2
24322,9602111,9507090,54,2
24323,9603060,9507090,2,2
24324,9707087,9507090,2,2
24328,9510097,9507090,2,2
24329,9604166,9507090,2,2
24330,9507160,9507090,2,2
24332,9601177,9507090,2,2
24340,9509108,9507090,2,2
24341,9608108,9507090,2,2
24342,9609076,9507090,2,2
24343,9512089,9507090,2,2
24346,9610105,9507090,54,2
24349,9603078,9507090,2,2
24360,7195,9507090,54,2
24361,9511064,9507090,2,2
24362,9605091,9507090,2,2
24363,9608015,9507090,2,2
24369,9604052,9507090,2,2
24380,9707203,9507090,2,2
24390,9701187,9507090,2,2
24391,9705078,9507090,2,2
24392,110084,9507090,2,2
24401,9908004,9507090,2,2
24408,210157,9507090,2,2
24411,9508058,9507090,2,2
24418,9609084,9507090,2,2
24424,9708164,9507090,2,2
24425,9709172,9507090,2,2
24432,9811093,9507090,2,2
24526,9508155,9505073,54,2
24527,9604090,9505073,0,2
24528,9610043,9505073,2,2
24529,9710231,9505073,2,2
24530,9605053,9505073,54,2
24531,9809039,9505073,2,2
24536,9612121,9505073,2,2
24537,9710046,9505073,2,2
24538,9711201,9505073,54,2
24539,9512062,9505073,2,2
24540,9705162,9505073,2,2
24541,9712004,9505073,2,2
24544,9711102,9505073,37,2
24545,9802051,9505073,2,2
24553,9707087,9505073,2,2
24556,9507090,9505073,2,2
24557,9510097,9505073,2,2
24558,9507022,9505073,2,2
24559,9507160,9505073,2,2
24562,9609217,9505073,2,2
24565,9509132,9505073,2,2
24569,9512181,9505073,2,2
24574,9506057,9505073,2,2
24577,9506194,9505073,2,2
24578,9608015,9505073,2,2
24579,9808192,9505073,16,2
24590,9707203,9505073,2,2
24607,9508058,9505073,2,2
24631,9708164,9505073,2,2
24632,9709172,9505073,2,2
24636,9811093,9505073,2,2
24637,9903268,9505073,2,2
24639,9508155,9505150,54,37
24640,9603136,9505150,37,37
24643,9604034,9505150,37,37
24644,9611190,9505150,37,37
24645,9705131,9505150,54,37
24647,9804124,9505150,37,37
24653,9512161,9505150,37,37
24654,9604004,9505150,37,37
24656,9805172,9505150,37,37
24658,9812061,9505150,54,37
24659,9510182,9505150,54,37
24660,9506102,9505150,37,37
24663,9605032,9505150,54,37
24664,9602174,9505150,37,37
24667,9808169,9505150,8,37
24671,9510129,9505150,37,37
24672,9703072,9505150,37,37
24673,9806009,9505150,37,37
24675,9608054,9505150,37,37
24690,9511126,9505150,37,37
24693,9912133,9505150,37,37
24697,9609041,9505150,37,37
24699,9609145,9505150,37,37
24701,9610156,9505150,37,37
24706,9704174,9505150,37,37
24707,9709053,9505150,37,37
24708,9804105,9505150,37,37
24715,9911022,9505150,37,37
24721,9912271,9505150,37,37
24724,9610026,9505150,37,37
24730,9510183,9505150,37,37
24733,11197,9505150,37,37
24735,9805051,9505150,37,37
24767,110055,9505150,0,37
24776,210238,9505150,37,37
24778,211123,9505150,37,37
24781,9712110,9505150,37,37
24786,212253,9505150,37,37
24787,212313,9505150,37,37
24835,9508155,9506102,54,37
24836,9603136,9506102,37,37
24837,9611190,9506102,37,37
24838,9705131,9506102,54,37
24839,9804124,9506102,37,37
24842,9912152,9506102,54,37
24848,9706099,9506102,37,37
24850,9512161,9506102,37,37
24851,9802007,9506102,37,37
24852,9604004,9506102,37,37
24854,9805172,9506102,37,37
24864,9602174,9506102,37,37
24880,3198,9506102,54,37
24881,9510129,9506102,37,37
24882,9703072,9506102,37,37
24886,9806009,9506102,37,37
24889,9608054,9506102,37,37
24898,9905224,9506102,37,37
24903,9609041,9506102,37,37
24905,9609145,9506102,37,37
24907,9610156,9506102,37,37
24913,9704174,9506102,37,37
24914,9709053,9506102,37,37
24918,9911022,9506102,37,37
24919,9912271,9506102,37,37
24925,9610026,9506102,37,37
24930,9510183,9506102,37,37
24933,11197,9506102,37,37
24935,9805051,9506102,37,37
24961,206063,9506102,37,37
24966,9712110,9506102,37,37
24971,212253,9506102,37,37
24973,212313,9506102,37,37
25028,9508155,9507115,54,54
25029,9510225,9507115,54,54
25030,9510234,9507115,54,54
25031,9609239,9507115,37,54
25032,9611137,9507115,54,54
25035,9511164,9507115,37,54
25036,9604034,9507115,37,54
25037,9611190,9507115,37,54
25038,9705131,9507115,54,54
25044,9906018,9507115,54,54
25046,9710046,9507115,2,54
25049,9603170,9507115,54,54
25050,9709087,9507115,2,54
25051,9812061,9507115,54,54
25052,9510182,9507115,54,54
25053,9802051,9507115,2,54
25054,9801132,9507115,54,54
25055,9705169,9507115,54,54
25056,9803072,9507115,54,54
25058,9611184,9507115,54,54
25077,9509132,9507115,2,54
25078,9610105,9507115,54,54
25082,9612192,9507115,54,54
25091,7195,9507115,54,54
25099,8142,9507115,37,54
25110,110173,9507115,2,54
25116,302191,9507115,37,54
25117,9509106,9507115,2,54
25131,9508155,9507121,54,54
25133,9510225,9507121,54,54
25134,9511030,9507121,54,54
25136,9601108,9507121,54,54
25137,9603003,9507121,54,54
25138,9603150,9507121,54,54
25139,9603161,9507121,54,54
25141,9609239,9507121,37,54
25142,9611137,9507121,54,54
25151,9510169,9507121,2,54
25152,9604089,9507121,2,54
25153,9803068,9507121,34,54
25156,9709062,9507121,54,54
25158,9511164,9507121,37,54
25159,9903224,9507121,1,54
25161,9604034,9507121,37,54
25162,9611190,9507121,37,54
25163,9704089,9507121,2,54
25164,9705131,9507121,54,54
25165,9802067,9507121,37,54
25167,9710065,9507121,2,54
25169,9902131,9507121,34,54
25170,9606165,9507121,54,54
25174,9706109,9507121,37,54
25176,9701093,9507121,54,54
25178,9809039,9507121,2,54
25181,9512059,9507121,2,54
25183,9710046,9507121,2,54
25184,9808101,9507121,54,54
25185,9707123,9507121,37,54
25186,9903238,9507121,34,54
25188,9701166,9507121,2,54
25189,9803131,9507121,34,54
25190,9809102,9507121,7,54
25191,9607201,9507121,2,54
25193,9705162,9507121,2,54
25194,9712117,9507121,2,54
25195,9610140,9507121,37,54
25197,9910053,9507121,2,54
25201,9604030,9507121,54,54
25202,9605200,9507121,54,54
25203,9610162,9507121,54,54
25204,9604198,9507121,37,54
25205,9909101,9507121,2,54
25207,9705117,9507121,2,54
25208,9710009,9507121,2,54
25210,9802051,9507121,2,54
25212,9607112,9507121,2,54
25214,9911161,9507121,34,54
25216,9608019,9507121,54,54
25218,9602120,9507121,54,54
25220,9610251,9507121,54,54
25224,9707093,9507121,2,54
25225,9707250,9507121,2,54
25226,9601036,9507121,54,54
25228,9611184,9507121,54,54
25230,9807171,9507121,2,54
25232,9603116,9507121,2,54
25233,9604139,9507121,2,54
25238,9902170,9507121,34,54
25243,9710005,9507121,2,54
25244,9604091,9507121,4,54
25246,9707192,9507121,37,54
25249,9507160,9507121,2,54
25250,9603009,9507121,2,54
25256,9611065,9507121,2,54
25262,9609219,9507121,37,54
25263,9902210,9507121,2,54
25264,9805096,9507121,34,54
25265,9804027,9507121,2,54
25266,9509132,9507121,2,54
25272,9710014,9507121,2,54
25273,9709014,9507121,2,54
25275,9707079,9507121,2,54
25277,9603074,9507121,54,54
25279,9812196,9507121,2,54
25284,9612192,9507121,54,54
25292,9707217,9507121,2,54
25296,9712071,9507121,2,54
25300,7170,9507121,2,54
25304,9608015,9507121,2,54
25307,8054,9507121,0,54
25320,9812072,9507121,37,54
25323,9510183,9507121,37,54
25332,9707203,9507121,2,54
25344,9708085,9507121,2,54
25345,106014,9507121,34,54
25367,203048,9507121,2,54
25368,203157,9507121,54,54
25372,205131,9507121,34,54
25381,209230,9507121,37,54
25390,303191,9507121,34,54
25393,9509106,9507121,2,54
25415,9705188,9507121,2,54
25420,9708164,9507121,2,54
25592,9508155,9508143,54,2
25593,9510225,9508143,54,2
25594,9603161,9508143,54,2
25595,9611137,9508143,54,2
25596,9510135,9508143,2,2
25597,9604179,9508143,2,2
25600,9510209,9508143,0,2
25601,9602052,9508143,2,2
25602,9605150,9508143,54,2
25605,9511222,9508143,37,2
25607,9611050,9508143,2,2
25608,9709062,9508143,54,2
25609,9803194,9508143,4,2
25614,9802067,9508143,37,2
25615,9611047,9508143,2,2
25619,9702133,9508143,2,2
25621,9608163,9508143,37,2
25622,9912164,9508143,2,2
25623,9508154,9508143,2,2
25624,9704145,9508143,54,2
25627,9809039,9508143,2,2
25628,9612121,9508143,2,2
25631,9603133,9508143,54,2
25632,9611214,9508143,2,2
25633,9701019,9508143,2,2
25634,9801182,9508143,2,2
25635,9806199,9508143,2,2
25636,9611203,9508143,2,2
25637,9710046,9508143,2,2
25640,9608024,9508143,2,2
25641,9707123,9508143,37,2
25642,9511080,9508143,2,2
25645,9601003,9508143,2,2
25646,9903210,9508143,2,2
25647,9607201,9508143,2,2
25651,9803116,9508143,2,2
25653,9810226,9508143,34,2
25657,9709002,9508143,2,2
25660,9910052,9508143,2,2
25661,9910053,9508143,2,2
25662,9604103,9508143,2,2
25664,9612204,9508143,2,2
25667,9712004,9508143,2,2
25670,9602043,9508143,2,2
25671,9611202,9508143,2,2
25675,9602064,9508143,2,2
25676,9602077,9508143,2,2
25677,9604065,9508143,2,2
25679,2016,9508143,2,2
25680,9510086,9508143,2,2
25681,9703102,9508143,2,2
25684,9703136,9508143,2,2
25686,9711102,9508143,37,2
25687,9802051,9508143,2,2
25689,9702163,9508143,2,2
25692,9801132,9508143,54,2
25693,9903124,9508143,54,2
25695,9803072,9508143,54,2
25698,9909061,9508143,31,2
25701,9607050,9508143,2,2
25702,9608117,9508143,2,2
25703,9609176,9508143,54,2
25707,9908171,9508143,34,2
25709,9710116,9508143,37,2
25721,9807171,9508143,2,2
25727,9806120,9508143,2,2
25731,9510229,9508143,2,2
25732,9511088,9508143,2,2
25733,9607235,9508143,2,2
25734,9705011,9508143,2,2
25735,9510161,9508143,2,2
25736,9511173,9508143,2,2
25738,9604091,9508143,4,2
25741,9601152,9508143,2,2
25744,9512196,9508143,54,2
25745,9603009,9508143,2,2
25746,9604156,9508143,2,2
25748,9808100,9508143,2,2
25751,9607011,9508143,2,2
25753,9609217,9508143,2,2
25755,9701139,9508143,2,2
25759,9806146,9508143,34,2
25760,9807127,9508143,2,2
25766,9911136,9508143,2,2
25768,4074,9508143,2,2
25769,9807173,9508143,2,2
25771,9512181,9508143,2,2
25778,9511053,9508143,2,2
25782,9911200,9508143,2,2
25784,9909227,9508143,2,2
25785,9601057,9508143,2,2
25787,9612192,9508143,54,2
25793,6112,9508143,3,2
25798,9612102,9508143,2,2
25805,7170,9508143,2,2
25813,8081,9508143,34,2
25821,9509148,9508143,2,2
25849,9707099,9508143,2,2
25853,101126,9508143,2,2
25857,102080,9508143,2,2
25861,103170,9508143,54,2
25867,9811019,9508143,2,2
25882,110055,9508143,0,2
25887,111165,9508143,37,2
25889,111284,9508143,54,2
25922,9509106,9508143,2,2
25947,9709172,9508143,2,2
25953,9806123,9508143,54,2
25957,9811093,9508143,2,2
25962,9908199,9508143,2,2
26034,9510225,9507012,54,54
26036,9601108,9507012,54,54
26037,9602114,9507012,54,54
26038,9603150,9507012,54,54
26040,9609239,9507012,37,54
26041,9611137,9507012,54,54
26050,9510169,9507012,2,54
26051,9904207,9507012,4,54
26053,9812031,9507012,4,54
26055,9507121,9507012,54,54
26056,9511164,9507012,37,54
26057,9903224,9507012,1,54
26060,9611190,9507012,37,54
26061,9705131,9507012,54,54
26062,9905111,9507012,34,54
26063,9810201,9507012,37,54
26065,9606165,9507012,54,54
26066,9612126,9507012,2,54
26070,9804092,9507012,54,54
26073,9710046,9507012,2,54
26074,9607201,9507012,2,54
26075,9512062,9507012,2,54
26076,9610140,9507012,37,54
26077,9704151,9507012,37,54
26079,9611090,9507012,37,54
26087,9812061,9507012,54,54
26088,9909101,9507012,2,54
26089,9711102,9507012,37,54
26090,9806104,9507012,34,54
26092,9707093,9507012,2,54
26093,9707158,9507012,37,54
26094,9601036,9507012,54,54
26095,9611184,9507012,54,54
26098,9603116,9507012,2,54
26110,9509132,9507012,2,54
26112,9709107,9507012,2,54
26116,9612192,9507012,54,54
26128,9812072,9507012,37,54
26132,11193,9507012,34,54
26139,103170,9507012,54,54
26141,106014,9507012,34,54
26158,203048,9507012,2,54
26163,209230,9507012,37,54
26165,303191,9507012,34,54
26167,9508058,9507012,2,54
26182,9602022,9508154,54,2
26183,9603161,9508154,54,2
26184,9611137,9508154,54,2
26185,9710231,9508154,2,2
26186,9712072,9508154,2,2
26188,9706175,9508154,54,2
26190,9510209,9508154,0,2
26192,9611047,9508154,2,2
26194,9704145,9508154,54,2
26196,9809039,9508154,2,2
26197,9612121,9508154,2,2
26198,9801182,9508154,2,2
26199,9710046,9508154,2,2
26200,9707123,9508154,37,2
26202,9903210,9508154,2,2
26203,9607201,9508154,2,2
26204,9702187,9508154,2,2
26206,9604103,9508154,2,2
26210,9911068,9508154,2,2
26212,2016,9508154,2,2
26213,9510086,9508154,2,2
26214,9703102,9508154,2,2
26216,9802051,9508154,2,2
26217,9903124,9508154,54,2
26218,9909061,9508154,31,2
26219,9608117,9508154,2,2
26220,9609176,9508154,54,2
26225,9710116,9508154,37,2
26230,9807171,9508154,2,2
26231,9806120,9508154,2,2
26232,9603116,9508154,2,2
26234,9710005,9508154,2,2
26236,9512196,9508154,54,2
26237,9603009,9508154,2,2
26244,9806146,9508154,34,2
26245,9807127,9508154,2,2
26251,9512181,9508154,2,2
26257,6112,9508154,3,2
26261,9706168,9508154,2,2
26263,9509148,9508154,2,2
26271,9707099,9508154,2,2
26272,101126,9508154,2,2
26276,103170,9508154,54,2
26277,9811019,9508154,2,2
26278,9708085,9508154,2,2
26283,111165,9508154,37,2
26292,9509106,9508154,2,2
26304,9903268,9508154,2,2
26305,9908199,9508154,2,2
26535,9510225,9301083,54,25
26536,9309140,9301083,54,25
26541,9407190,9301083,8,25
26545,9509132,9301083,2,25
26546,9401030,9301083,25,25
26550,8142,9301083,37,25
26563,9404157,9301083,25,25
26565,9601013,9301083,6,25
26672,9510225,9407031,54,2
26673,9511030,9407031,54,2
26674,9510135,9407031,2,2
26675,9510017,9407031,2,2
26676,9712186,9407031,65,2
26677,9510169,9407031,2,2
26678,9510209,9407031,0,2
26679,9602052,9407031,2,2
26680,9511222,9407031,37,2
26683,9904207,9407031,4,2
26684,9511043,9407031,2,2
26685,9611050,9407031,2,2
26686,9803194,9407031,4,2
26687,9805019,9407031,4,2
26688,9802067,9407031,37,2
26689,9906242,9407031,37,2
26691,9701093,9407031,54,2
26692,9707126,9407031,54,2
26696,9906018,9407031,54,2
26697,9611214,9407031,2,2
26698,9710046,9407031,2,2
26699,9608024,9407031,2,2
26702,9610140,9407031,37,2
26703,9603127,9407031,2,2
26704,9604129,9407031,54,2
26709,9510182,9407031,54,2
26710,9510200,9407031,2,2
26711,9603194,9407031,2,2
26712,9802051,9407031,2,2
26713,9903124,9407031,54,2
26714,9609176,9407031,54,2
26718,9510229,9407031,2,2
26721,9510161,9407031,2,2
26722,9511173,9407031,2,2
26723,9603061,9407031,2,2
26725,9604091,9407031,4,2
26726,9703210,9407031,37,2
26728,9601152,9407031,2,2
26729,9512196,9407031,54,2
26730,9512219,9407031,54,2
26735,3184,9407031,8,2
26736,9606102,9407031,8,2
26737,9609238,9407031,8,2
26738,9411028,9407031,25,2
26741,9808124,9407031,8,2
26745,9605046,9407031,8,2
26749,9812196,9407031,2,2
26751,9601057,9407031,2,2
26758,7170,9407031,2,2
26761,8081,9407031,34,2
26763,9507060,9407031,16,2
26801,9708164,9407031,2,2
26802,9709172,9407031,2,2
26804,9806123,9407031,54,2
26805,9811093,9407031,2,2
26864,9510225,9509066,54,37
26865,9901128,9509066,34,37
26868,9603042,9509066,37,37
26870,9709062,9509066,54,37
26871,9611190,9509066,37,37
26872,9802067,9509066,37,37
26873,9706109,9509066,37,37
26874,9806199,9509066,2,37
26876,9510222,9509066,37,37
26878,9810104,9509066,11,37
26881,9704059,9509066,54,37
26890,9910058,9509066,11,37
26893,9610251,9509066,54,37
26894,9607050,9509066,2,37
26896,9612052,9509066,37,37
26898,2160,9509066,34,37
26903,9703110,9509066,37,37
26910,3190,9509066,65,37
26917,9702014,9509066,37,37
26918,9704104,9509066,37,37
26919,9705199,9509066,37,37
26929,9907123,9509066,37,37
26932,6064,9509066,11,37
26937,9705087,9509066,11,37
26944,8001,9509066,34,37
26962,9708168,9509066,37,37
26996,110055,9509066,0,37
27001,201253,9509066,34,37
27002,9801060,9509066,37,37
27005,206063,9509066,37,37
27016,210224,9509066,4,37
27017,211170,9509066,37,37
27020,211245,9509066,37,37
27021,211271,9509066,37,37
27034,303191,9509066,34,37
27087,9510225,9510135,54,2
27088,9511030,9510135,54,2
27089,9601108,9510135,54,2
27095,9603097,9510135,65,2
27096,9908040,9510135,65,2
27098,9901128,9510135,34,2
27100,9610043,9510135,2,2
27103,9710231,9510135,2,2
27107,9909176,9510135,3,2
27108,9802109,9510135,34,2
27110,9604035,9510135,2,2
27111,9606112,9510135,37,2
27112,9609017,9510135,54,2
27113,9712186,9510135,65,2
27115,9802068,9510135,3,2
27116,9903107,9510135,3,2
27118,9602052,9510135,2,2
27119,9605150,9510135,54,2
27122,9511222,9510135,37,2
27123,9604089,9510135,2,2
27124,9703040,9510135,2,2
27125,9805156,9510135,34,2
27127,9511043,9510135,2,2
27128,9611050,9510135,2,2
27133,9604055,9510135,2,2
27134,9704018,9510135,2,2
27135,9705221,9510135,2,2
27136,9802067,9510135,37,2
27137,9905111,9510135,34,2
27139,9807080,9510135,37,2
27140,9611047,9510135,2,2
27141,9803135,9510135,34,2
27143,9805170,9510135,4,2
27145,9702133,9510135,2,2
27148,9608163,9510135,37,2
27149,9703030,9510135,2,2
27152,9811035,9510135,34,2
27153,9912164,9510135,2,2
27154,9701093,9510135,54,2
27155,9704145,9510135,54,2
27158,9711107,9510135,2,2
27159,9803265,9510135,2,2
27160,9809039,9510135,2,2
27161,9906018,9510135,54,2
27162,9611072,9510135,2,2
27163,9512059,9510135,2,2
27164,9612121,9510135,2,2
27168,9803031,9510135,3,2
27169,9810116,9510135,3,2
27171,9701019,9510135,2,2
27172,9801182,9510135,2,2
27173,9806199,9510135,2,2
27174,9611203,9510135,2,2
27175,9612080,9510135,2,2
27176,9710046,9510135,2,2
27179,9701165,9510135,54,2
27184,9608024,9510135,2,2
27185,9805018,9510135,2,2
27190,9707123,9510135,37,2
27193,9602135,9510135,34,2
27198,9811101,9510135,2,2
27200,9906041,9510135,2,2
27202,9512077,9510135,2,2
27203,9601003,9510135,2,2
27204,9604119,9510135,2,2
27205,9610249,9510135,2,2
27207,9607201,9510135,2,2
27209,9711097,9510135,2,2
27216,9705120,9510135,2,2
27218,9611042,9510135,2,2
27220,9512062,9510135,2,2
27221,9610148,9510135,2,2
27222,9802032,9510135,2,2
27223,9803116,9510135,2,2
27224,9901080,9510135,3,2
27225,9706050,9510135,37,2
27226,9802007,9510135,37,2
27229,9705162,9510135,2,2
27230,9702187,9510135,2,2
27231,9810226,9510135,34,2
27235,9812089,9510135,34,2
27237,9704098,9510135,2,2
27238,9705046,9510135,2,2
27243,9709002,9510135,2,2
27246,9803231,9510135,2,2
27247,9610140,9510135,37,2
27250,9703217,9510135,2,2
27251,9904095,9510135,2,2
27252,9910052,9510135,2,2
27253,9910053,9510135,2,2
27254,9603127,9510135,2,2
27257,9612204,9510135,2,2
27258,9704127,9510135,2,2
27259,9709087,9510135,2,2
27260,9810072,9510135,3,2
27263,9712004,9510135,2,2
27267,9601029,9510135,2,2
27268,9602043,9510135,2,2
27269,9611202,9510135,2,2
27271,9810210,9510135,34,2
27276,9911068,9510135,2,2
27277,9602064,9510135,2,2
27278,9602077,9510135,2,2
27279,9809100,9510135,2,2
27280,2016,9510135,2,2
27281,9704029,9510135,2,2
27282,9705091,9510135,2,2
27283,9705117,9510135,2,2
27284,9710009,9510135,2,2
27289,9902051,9510135,2,2
27293,9603081,9510135,2,2
27294,9702201,9510135,54,2
27295,9703136,9510135,2,2
27296,9802051,9510135,2,2
27301,9801132,9510135,54,2
27302,9903124,9510135,54,2
27303,9905174,9510135,2,2
27305,9805082,9510135,34,2
27306,9810099,9510135,3,2
27307,9611165,9510135,2,2
27309,9602120,9510135,54,2
27310,9806099,9510135,3,2
27311,9607050,9510135,2,2
27319,9808075,9510135,34,2
27321,9908171,9510135,34,2
27323,9710116,9510135,37,2
27327,9804180,9510135,2,2
27333,9807171,9510135,2,2
27357,9901050,9510135,2,2
27358,9612223,9510135,2,2
27360,9608096,9510135,2,2
27367,9802047,9510135,34,2
27368,2184,9510135,2,2
27369,9510229,9510135,2,2
27370,9511026,9510135,2,2
27371,9511088,9510135,2,2
27372,9512078,9510135,2,2
27373,9605234,9510135,2,2
27374,9607235,9510135,2,2
27375,9612087,9510135,2,2
27376,9705011,9510135,2,2
27378,9712253,9510135,2,2
27380,9510161,9510135,2,2
27381,9511173,9510135,2,2
27382,9603061,9510135,2,2
27385,9906161,9510135,3,2
27387,9604091,9510135,4,2
27389,9803061,9510135,34,2
27393,9601152,9510135,2,2
27397,9512219,9510135,54,2
27398,9603009,9510135,2,2
27401,9808100,9510135,2,2
27420,9803067,9510135,3,2
27424,9806240,9510135,2,2
27425,3187,9510135,65,2
27429,9704041,9510135,2,2
27432,9604041,9510135,37,2
27434,9806009,9510135,37,2
27435,9806133,9510135,16,2
27436,9910222,9510135,16,2
27439,9808124,9510135,8,2
27445,9604168,9510135,2,2
27448,9911136,9510135,2,2
27450,9602051,9510135,2,2
27451,9603126,9510135,2,2
27452,9704104,9510135,37,2
27453,9701088,9510135,2,2
27463,4187,9510135,34,2
27465,9804121,9510135,2,2
27466,9512181,9510135,2,2
27467,9603078,9510135,2,2
27469,9709107,9510135,2,2
27471,9612162,9510135,2,2
27474,9707079,9510135,2,2
27485,9812196,9510135,2,2
27486,9911200,9510135,2,2
27488,5145,9510135,2,2
27489,9909227,9510135,2,2
27501,9808172,9510135,8,2
27506,6062,9510135,3,2
27525,9612102,9510135,2,2
27527,7043,9510135,3,2
27533,7170,9510135,2,2
27535,9610082,9510135,2,2
27544,8081,9510135,34,2
27547,9807185,9510135,2,2
27551,8241,9510135,2,2
27563,9139,9510135,34,2
27577,10122,9510135,2,2
27588,9812072,9510135,37,2
27594,9611215,9510135,2,2
27595,9808120,9510135,16,2
27616,9707099,9510135,2,2
27625,101126,9510135,2,2
27626,9702108,9510135,2,2
27636,101219,9510135,3,2
27639,102080,9510135,2,2
27658,9811019,9510135,2,2
27667,106028,9510135,7,2
27668,106178,9510135,2,2
27686,109162,9510135,3,2
27688,110173,9510135,2,2
27693,111165,9510135,37,2
27697,111284,9510135,54,2
27713,9908004,9510135,2,2
27729,206063,9510135,37,2
27749,209230,9510135,37,2
27760,211245,9510135,37,2
27768,301091,9510135,3,2
27772,303072,9510135,2,2
27787,9609084,9510135,2,2
27789,9610125,9510135,2,2
27819,9709172,9510135,2,2
27835,9806123,9510135,54,2
27840,9811093,9510135,2,2
27846,9903268,9510135,2,2
27850,9906044,9510135,2,2
27857,9908199,9510135,2,2
27862,9510225,9510169,54,2
27863,9511030,9510169,54,2
27864,9602022,9510169,54,2
27865,9605184,9510169,54,2
27870,9909134,9510169,0,2
27871,9603097,9510169,65,2
27872,9710231,9510169,2,2
27876,9510209,9510169,0,2
27877,9602052,9510169,2,2
27878,9605150,9510169,54,2
27879,9608111,9510169,54,2
27883,9912001,9510169,0,2
27885,9808141,9510169,4,2
