Id,Label,timeset,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
9308132,9308132,,16,4,2,6,1,1,1,2079.512377,0.00002
9308135,9308135,,16,3,0,3,0,0,0,0,0.000023
9310153,9310153,,16,3,0,3,0,0,0,0,0.000017
9312018,9312018,,16,6,5,11,2,0.777778,0.857143,11348.410126,0.000036
9401115,9401115,,16,19,2,21,1,1,1,15911.89101,0.000051
9401130,9401130,,37,2,1,3,1,1,1,0.5,0.000015
9402041,9402041,,16,6,4,10,2,0.75,0.833333,26758.778035,0.000022
9403126,9403126,,16,6,4,10,1,1,1,27488.061946,0.000024
9406046,9406046,,16,5,6,11,6,0.22488,0.32305,9177.905946,0.000017
9406100,9406100,,16,5,10,15,5,0.320611,0.400794,12965.817764,0.000016
9408029,9408029,,16,9,13,22,3,0.595745,0.708333,132060.428255,0.000018
9408046,9408046,,16,14,9,23,7,0.229927,0.332048,1049.775665,0.000028
2210,2210,,3,38,2,40,25,0.113727,0.138116,140.451051,0.000044
9404166,9404166,,2,1,2,3,2,0.75,0.833333,38.589262,0.000021
9511170,9511170,,19,3,2,5,4,0.423077,0.515152,92203.261537,0.000022
9507038,9507038,,4,5,4,9,6,0.339056,0.396624,12320.89558,0.000022
9605075,9605075,,4,4,19,23,10,0.202639,0.280068,199755.813409,0.000021
9606153,9606153,,4,7,10,17,11,0.173561,0.230577,4415.285686,0.000029
2212,2212,,3,3,11,14,24,0.126625,0.161074,60753.878985,0.000013
9701182,9701182,,3,2,0,2,0,0,0,0,0.000015
9810149,9810149,,37,6,18,24,29,0.085765,0.11934,3624.756552,0.000014
9810164,9810164,,3,5,4,9,31,0.072239,0.091209,74463.226704,0.000024
9909206,9909206,,3,4,4,8,24,0.120966,0.148227,1288.805097,0.000015
9503080,9503080,,65,4,0,4,0,0,0,0,0.000028
9703105,9703105,,11,3,4,7,2,0.75,0.833333,66856.928534,0.000022
2213,2213,,62,8,8,16,28,0.085745,0.097855,51215.256416,0.000016
2214,2214,,54,2,15,17,23,0.12924,0.160155,18102.286027,0.000012
9811096,9811096,,54,5,33,38,27,0.097403,0.131619,3993.663088,0.000013
9901123,9901123,,54,9,25,34,28,0.090493,0.122644,817.924421,0.000015
2215,2215,,31,1,14,15,26,0.111229,0.14975,505.265493,0.000011
9410217,9410217,,2,14,5,19,5,0.396226,0.452646,14049.706915,0.000034
2216,2216,,1,1,11,12,23,0.132563,0.163593,168.198623,0.000011
9509062,9509062,,7,9,6,15,1,1,1,14105.42203,0.000047
2217,2217,,37,4,15,19,26,0.107814,0.138319,24571.214949,0.000013
5274,5274,,37,4,17,21,27,0.098547,0.123598,124.790712,0.000013
9607219,9607219,,37,12,18,30,17,0.182587,0.227871,14718.328933,0.000035
9610216,9610216,,37,8,14,22,18,0.165379,0.207382,1673.07989,0.000027
9705108,9705108,,37,19,5,24,18,0.155302,0.182671,8110.092802,0.000054
9711028,9711028,,37,14,12,26,18,0.16373,0.20173,2226.236224,0.000029
9801033,9801033,,37,11,7,18,18,0.155279,0.182629,231.85485,0.000025
9809125,9809125,,37,12,5,17,29,0.083255,0.103715,267.773072,0.000022
9910042,9910042,,37,4,39,43,25,0.120298,0.164958,150166.97812,0.000013
9809126,9809126,,37,11,5,16,29,0.083255,0.103715,248.19527,0.000021
9809127,9809127,,37,13,20,33,28,0.090691,0.119578,71392.501254,0.000029
9909201,9909201,,37,10,13,23,29,0.083497,0.105653,351.447773,0.00002
9506007,9506007,,37,12,6,18,8,0.239301,0.287713,16150.508919,0.000023
9605191,9605191,,37,4,0,4,0,0,0,0,0.000017
9604191,9604191,,37,7,1,8,2,0.571429,0.625,10410.996537,0.000021
9709200,9709200,,37,4,1,5,19,0.134475,0.151347,5828.558488,0.000018
9208023,9208023,,54,11,0,11,0,0,0,0,0.000023
2218,2218,,65,1,5,6,25,0.114541,0.143068,50953.429575,0.000011
9605169,9605169,,16,3,7,10,10,0.195245,0.225966,2809.256703,0.000014
9711008,9711008,,16,1,14,15,12,0.197952,0.229436,20676.711872,0.000013
9301038,9301038,,16,38,4,42,1,1,1,12763.903111,0.000097
9412203,9412203,,16,26,7,33,7,0.262153,0.329801,40451.690172,0.000059
9508099,9508099,,62,10,7,17,11,0.19339,0.285938,72779.191421,0.000019
9510199,9510199,,16,7,28,35,7,0.292589,0.37175,170729.309029,0.000022
9510208,9510208,,16,4,8,12,8,0.217889,0.251714,931.012293,0.000017
9311165,9311165,,62,3,0,3,0,0,0,0,0.000014
9510137,9510137,,16,10,15,25,7,0.239772,0.277152,49556.63002,0.000027
9603030,9603030,,16,6,5,11,8,0.214286,0.282778,52875.26695,0.00002
9607218,9607218,,16,2,9,11,10,0.205422,0.234229,2668.021523,0.000014
9608030,9608030,,16,1,20,21,11,0.169315,0.203996,2374.572705,0.000012
9611207,9611207,,16,4,5,9,11,0.1774,0.199082,306110.695401,0.000016
9211138,9211138,,65,6,1,7,1,1,1,197.790938,0.000043
9803129,9803129,,65,4,4,8,4,0.418182,0.503623,639.305097,0.000019
2219,2219,,62,4,17,21,27,0.100283,0.128066,131409.315336,0.000014
9203062,9203062,,62,8,0,8,0,0,0,0,0.000105
9204080,9204080,,62,1,0,1,0,0,0,0,0.000018
9309018,9309018,,11,4,0,4,0,0,0,0,0.000063
9206096,9206096,,62,32,0,32,0,0,0,0,0.00008
9208058,9208058,,62,13,0,13,0,0,0,0,0.000067
9304125,9304125,,8,17,6,23,3,0.490196,0.573333,36465.8258,0.00006
9308086,9308086,,62,5,7,12,3,0.6,0.711111,17434.313887,0.000017
9408167,9408167,,62,11,1,12,1,1,1,0.45,0.000037
9505017,9505017,,62,9,4,13,3,0.52,0.615385,417.917411,0.000026
9304080,9304080,,62,3,3,6,1,1,1,0,0.000016
9306031,9306031,,62,2,0,2,0,0,0,0,0.000013
9409047,9409047,,34,4,1,5,1,1,1,0,0.000016
2220,2220,,0,0,4,4,23,0.130146,0.151542,0,0.000011
106067,106067,,0,18,9,27,23,0.139587,0.172478,27367.638502,0.000021
9906047,9906047,,34,2,9,11,22,0.136185,0.162245,24286.061542,0.000016
5016,5016,,0,84,14,98,22,0.140662,0.165941,60873.029463,0.000082
8054,8054,,0,58,26,84,23,0.138777,0.174361,100583.236171,0.000062
104146,104146,,2,17,22,39,24,0.13339,0.177051,40901.862109,0.000024
106050,106050,,0,14,17,31,23,0.139703,0.176471,31207.518308,0.000021
2221,2221,,16,0,8,8,32,0.065201,0.07496,0,0.000011
9407076,9407076,,16,16,3,19,1,1,1,5476.836407,0.000063
9502088,9502088,,16,5,1,6,2,0.571429,0.625,0,0.000017
9712139,9712139,,16,8,12,20,9,0.176101,0.255163,27001.484672,0.00002
9812105,9812105,,16,5,12,17,9,0.177618,0.255207,13643.277583,0.000015
9905057,9905057,,16,17,29,46,31,0.069713,0.082617,108238.773129,0.000036
9210124,9210124,,16,13,0,13,0,0,0,0,0.000052
9212110,9212110,,16,18,0,18,0,0,0,0,0.00008
9401055,9401055,,16,2,3,5,2,0.8,0.875,3511.03086,0.000062
9407070,9407070,,16,6,1,7,3,0.5,0.566667,4072.090626,0.000044
9502110,9502110,,6,18,4,22,7,0.220155,0.258233,28561.748521,0.000074
9305032,9305032,,16,11,0,11,0,0,0,0,0.000034
9402093,9402093,,16,11,4,15,1,1,1,1121.122685,0.000023
9412084,9412084,,16,10,3,13,2,0.714286,0.8,26444.412339,0.000027
9607030,9607030,,16,10,3,13,2,0.8,0.875,335.328674,0.000022
9602165,9602165,,16,4,3,7,3,0.5625,0.648148,21156.849187,0.000015
9804122,9804122,,16,6,4,10,3,0.636364,0.761905,2851.729293,0.000018
9201027,9201027,,16,15,0,15,0,0,0,0,0.000109
9305021,9305021,,19,9,1,10,1,1,1,22.543478,0.000047
9312214,9312214,,16,2,1,3,1,1,1,0,0.000013
9312215,9312215,,16,2,3,5,1,1,1,13204,0.00002
9401095,9401095,,16,3,2,5,1,1,1,25.692291,0.000017
9709068,9709068,,8,3,4,7,7,0.201156,0.239053,2748.240987,0.000016
2222,2222,,37,74,40,114,23,0.136197,0.175891,241820.522638,0.000052
9503017,9503017,,37,14,22,36,7,0.287037,0.370171,43949.209415,0.000028
9511206,9511206,,37,5,5,10,8,0.229899,0.26778,2604.757517,0.000018
9611053,9611053,,37,3,7,10,8,0.230632,0.271395,281.808409,0.000015
9911220,9911220,,37,1,7,8,8,0.229547,0.267897,565.019583,0.000012
9204020,9204020,,65,11,0,11,0,0,0,0,0.000178
9312004,9312004,,65,12,0,12,0,0,0,0,0.000032
9405106,9405106,,37,11,3,14,3,0.555556,0.633333,3473.448981,0.000037
9409029,9409029,,54,3,0,3,0,0,0,0,0.000014
9411135,9411135,,37,10,4,14,4,0.435897,0.534314,12703.816113,0.000029
9401029,9401029,,54,12,2,14,2,0.75,0.833333,4825.926375,0.000027
9505122,9505122,,37,10,17,27,7,0.293668,0.363454,94665.186223,0.000024
9512131,9512131,,25,2,7,9,5,0.426829,0.524762,108555.656123,0.000018
9809197,9809197,,16,10,12,22,30,0.078999,0.102278,31040.796689,0.000027
2223,2223,,4,75,24,99,24,0.126955,0.165036,40872.34272,0.000052
2224,2224,,67,0,1,1,1,1,1,0,0.000011
9806183,9806183,,67,3,0,3,0,0,0,0,0.000032
2225,2225,,62,5,16,21,13,0.161596,0.217898,1379.763067,0.000015
9612154,9612154,,62,7,8,15,10,0.196147,0.266195,671.052592,0.000018
9909065,9909065,,62,9,12,21,12,0.200495,0.259566,1250.850443,0.000021
9911216,9911216,,62,11,8,19,12,0.195956,0.246707,1903.703634,0.000034
9308057,9308057,,62,21,3,24,1,1,1,1045.778357,0.000054
9501029,9501029,,62,13,13,26,4,0.490196,0.581667,29580.06734,0.00004
9205055,9205055,,62,8,0,8,0,0,0,0,0.00007
9208066,9208066,,62,31,0,31,0,0,0,0,0.000211
9208067,9208067,,62,15,0,15,0,0,0,0,0.000064
9209130,9209130,,62,10,0,10,0,0,0,0,0.000176
9501006,9501006,,62,2,2,4,1,1,1,0,0.000014
9601040,9601040,,62,2,6,8,4,0.403226,0.516667,99333.942401,0.000015
9205084,9205084,,4,19,0,19,0,0,0,0,0.000087
9312207,9312207,,62,6,1,7,2,0.6,0.666667,13356.607334,0.000026
9501017,9501017,,62,11,1,12,1,1,1,13708.5,0.000047
9511209,9511209,,62,13,5,18,3,0.513514,0.596491,26323.733282,0.00003
9606072,9606072,,62,9,7,16,9,0.210124,0.262386,3423.279364,0.000025
9607154,9607154,,16,8,4,12,10,0.190323,0.24077,3905.083361,0.000021
9912122,9912122,,34,3,10,13,27,0.09803,0.120952,76109.935445,0.000013
9906077,9906077,,34,4,21,25,22,0.139775,0.169009,1900.896999,0.000013
3289,3289,,34,9,42,51,22,0.151265,0.197147,181868.863377,0.000015
9611145,9611145,,25,10,9,19,10,0.238095,0.3041,31509.050503,0.00002
9910255,9910255,,34,1,11,12,26,0.103576,0.126906,584.045996,0.000012
2227,2227,,37,5,1,6,25,0.108131,0.128723,131.692382,0.000014
2228,2228,,34,20,24,44,22,0.150535,0.195037,26806.348216,0.000021
2229,2229,,65,2,8,10,31,0.071245,0.090556,482.119839,0.000011
9705122,9705122,,65,29,16,45,16,0.185407,0.233261,48909.287336,0.00006
9811256,9811256,,65,8,19,27,15,0.163127,0.191154,14085.564806,0.000016
9903170,9903170,,65,4,24,28,30,0.076145,0.09851,134382.532381,0.000014
9904188,9904188,,65,3,21,24,31,0.071532,0.092386,106877.799213,0.000013
9209076,9209076,,65,43,0,43,0,0,0,0,0.000118
9411003,9411003,,65,13,3,16,5,0.278481,0.336111,35.083117,0.00003
9507014,9507014,,65,10,7,17,9,0.221103,0.27017,641.821637,0.000023
9511061,9511061,,65,11,11,22,12,0.199783,0.250014,32612.598179,0.00003
9310145,9310145,,7,5,1,6,1,1,1,51.125578,0.000015
9509019,9509019,,7,9,9,18,5,0.303621,0.369572,8376.561626,0.000018
9605212,9605212,,65,12,24,36,13,0.174882,0.22494,1035.164579,0.000021
9611199,9611199,,65,14,21,35,14,0.186734,0.248118,5568.047273,0.00002
9307030,9307030,,65,9,0,9,0,0,0,0,0.000035
9903152,9903152,,65,6,26,32,15,0.163438,0.194372,13331.146571,0.000014
9804113,9804113,,2,2,26,28,25,0.117718,0.155788,88059.116558,0.000012
2232,2232,,62,0,7,7,17,0.124272,0.141255,0,0.000011
9905133,9905133,,62,2,15,17,16,0.140549,0.163799,3024.022447,0.000012
2233,2233,,3,25,4,29,6,0.275676,0.348039,826.152307,0.000032
9312048,9312048,,3,17,1,18,1,1,1,13182.666667,0.000051
9503046,9503046,,3,14,0,14,0,0,0,0,0.000035
9612017,9612017,,3,42,9,51,5,0.357664,0.466667,70664.133258,0.000071
9304142,9304142,,62,5,0,5,0,0,0,0,0.000102
9403009,9403009,,6,3,2,5,1,1,1,26422,0.000053
9511219,9511219,,6,7,1,8,2,0.6,0.666667,568.200526,0.000039
9607204,9607204,,2,8,8,16,4,0.414634,0.512255,33482.406278,0.000026
2234,2234,,6,3,6,9,29,0.084214,0.102521,43119.748871,0.000013
9904185,9904185,,6,1,2,3,5,0.346154,0.409259,0.333333,0.000013
9904204,9904204,,6,6,3,9,4,0.485714,0.553922,143.47945,0.000022
9906146,9906146,,6,6,11,17,18,0.15576,0.185685,21798.208948,0.000019
9207008,9207008,,6,16,0,16,0,0,0,0,0.000091
9502033,9502033,,6,8,8,16,3,0.733333,0.848485,14208.894254,0.000028
9502137,9502137,,37,8,4,12,6,0.269006,0.311473,1333.469844,0.000032
9703152,9703152,,6,7,4,11,13,0.155384,0.176012,435.620769,0.000025
9704023,9704023,,6,8,12,20,13,0.171694,0.201164,22861.90585,0.000029
9706133,9706133,,6,7,33,40,12,0.19895,0.245224,100334.286535,0.000018
9803247,9803247,,6,3,13,16,13,0.180381,0.210954,2490.693564,0.000015
9906124,9906124,,6,9,9,18,17,0.166903,0.199001,68329.0328,0.000024
2235,2235,,34,1,17,18,22,0.147615,0.189305,191.44959,0.000011
2236,2236,,3,24,6,30,25,0.114981,0.14254,25614.382492,0.000033
9503194,9503194,,6,8,6,14,6,0.261297,0.313158,4550.204587,0.000023
2237,2237,,4,133,24,157,24,0.126456,0.162387,91170.283559,0.000135
2238,2238,,16,1,3,4,2,0.8,0.875,1,0.000012
9302012,9302012,,16,4,0,4,0,0,0,0,0.000032
9406140,9406140,,25,6,0,6,0,0,0,0,0.000023
2239,2239,,25,13,9,22,34,0.057958,0.065504,66058.734279,0.000037
9312080,9312080,,25,12,0,12,0,0,0,0,0.000079
9511060,9511060,,25,15,7,22,3,0.545455,0.657407,12558.882442,0.000066
9608192,9608192,,25,4,1,5,1,1,1,13236,0.000021
2240,2240,,54,7,14,21,14,0.168408,0.194746,112.495226,0.000014
9209059,9209059,,54,2,0,2,0,0,0,0,0.00002
9210053,9210053,,54,3,0,3,0,0,0,0,0.000026
9402114,9402114,,54,10,8,18,2,0.75,0.833333,8560.447881,0.000022
2241,2241,,54,4,9,13,28,0.09495,0.127944,8457.635444,0.000013
2242,2242,,2,15,41,56,23,0.136876,0.177204,79267.566067,0.000024
9202075,9202075,,25,13,0,13,0,0,0,0,0.00024
9503084,9503084,,2,2,9,11,7,0.27915,0.324535,104.015659,0.000018
9506065,9506065,,2,8,35,43,7,0.336234,0.406885,88316.183378,0.000042
9711042,9711042,,2,16,24,40,31,0.073912,0.107197,6941.563157,0.000024
9802140,9802140,,54,4,20,24,28,0.092215,0.123031,1828.994902,0.000013
2243,2243,,16,2,3,5,31,0.072432,0.086266,170.173268,0.000013
9405173,9405173,,16,8,0,8,0,0,0,0,0.000097
9906189,9906189,,16,6,5,11,30,0.078078,0.096666,54408.000515,0.000031
9812147,9812147,,16,6,1,7,2,0.571429,0.625,41.666667,0.000032
9901100,9901100,,16,5,3,8,3,0.5,0.611111,30,0.000025
9905077,9905077,,16,4,6,10,29,0.07535,0.08162,78223.668495,0.000022
2244,2244,,2,14,40,54,23,0.140258,0.184592,608990.447226,0.000019
9803069,9803069,,37,3,29,32,28,0.093788,0.134585,35781.998159,0.000013
9907215,9907215,,54,8,28,36,25,0.118483,0.157241,54602.924762,0.000018
9911113,9911113,,37,6,29,35,24,0.124786,0.160715,75402.259585,0.000013
9912157,9912157,,37,15,26,41,24,0.128239,0.168432,79969.49553,0.000017
9810213,9810213,,54,2,16,18,29,0.088324,0.12306,69.949658,0.000012
2245,2245,,6,52,57,109,28,0.09159,0.120997,940161.621813,0.000079
9306054,9306054,,6,14,0,14,0,0,0,0,0.000146
9407129,9407129,,6,9,0,9,0,0,0,0,0.000042
9410190,9410190,,8,6,1,7,1,1,1,49.915369,0.000023
9411202,9411202,,6,14,5,19,5,0.368,0.438043,16697.900043,0.00006
9502087,9502087,,6,2,2,4,3,0.555556,0.666667,9535.392508,0.000014
9504036,9504036,,6,4,8,12,6,0.354037,0.440351,3327.452268,0.000015
9504037,9504037,,6,2,6,8,5,0.380952,0.447024,1635.35228,0.000014
9509035,9509035,,6,14,18,32,9,0.238232,0.284218,131994.950505,0.000041
9509047,9509047,,6,7,15,22,6,0.394118,0.515174,87454.348842,0.00002
9510116,9510116,,6,3,5,8,7,0.336414,0.377342,423.11414,0.000014
9510195,9510195,,6,7,12,19,9,0.256173,0.299168,51987.730797,0.000021
9602163,9602163,,6,9,2,11,6,0.287234,0.339198,277.308815,0.000025
9702042,9702042,,6,9,6,15,11,0.1702,0.197909,48.318334,0.000017
9703017,9703017,,6,3,4,7,7,0.25,0.317912,6225.270834,0.000015
9708159,9708159,,6,5,9,14,5,0.377778,0.458824,2751.03665,0.000021
9712125,9712125,,6,7,18,25,30,0.077959,0.106779,346104.30503,0.00002
9712226,9712226,,6,28,19,47,31,0.072754,0.096347,177173.559263,0.000047
9802027,9802027,,6,5,7,12,11,0.188258,0.215042,29326.258581,0.000019
9802118,9802118,,6,6,16,22,29,0.083018,0.108113,153432.103653,0.000022
9807016,9807016,,6,14,4,18,32,0.067955,0.085934,44776.378003,0.000025
9811231,9811231,,6,5,8,13,15,0.177001,0.2103,32520.519969,0.000016
9906115,9906115,,6,1,2,3,6,0.279412,0.334211,0,0.000012
9906121,9906121,,6,1,4,5,30,0.076676,0.094378,13284.89937,0.000012
9909223,9909223,,6,4,16,20,11,0.172013,0.240576,61304.223456,0.000018
9910201,9910201,,6,6,14,20,33,0.064294,0.082035,108578.891549,0.000015
9911092,9911092,,6,7,11,18,11,0.180275,0.229522,99314.289926,0.000018
9912021,9912021,,6,4,18,22,27,0.097197,0.12174,92223.015775,0.000014
9306135,9306135,,6,4,1,5,1,1,1,4720.291657,0.000019
9307027,9307027,,8,13,1,14,1,1,1,12291.70884,0.000073
9310123,9310123,,6,19,3,22,1,1,1,546.12306,0.000141
9407061,9407061,,6,7,10,17,5,0.456522,0.558333,1990.46941,0.000023
9404183,9404183,,6,2,1,3,3,0.466667,0.52381,842.962465,0.000024
9210038,9210038,,6,12,0,12,0,0,0,0,0.000097
9402108,9402108,,6,7,3,10,2,0.8,0.875,17201.641591,0.000031
9307169,9307169,,6,13,2,15,1,1,1,19.167385,0.000027
9312087,9312087,,6,9,3,12,1,1,1,67.489456,0.000022
9405133,9405133,,6,7,7,14,1,1,1,7624.831586,0.000026
9503022,9503022,,2,8,11,19,8,0.232679,0.294136,7745.951434,0.000027
9304007,9304007,,6,9,1,10,1,1,1,6.946078,0.000023
9310179,9310179,,6,15,6,21,1,1,1,5011.047707,0.000034
9405064,9405064,,6,2,0,2,0,0,0,0,0.000021
9209099,9209099,,4,21,1,22,1,1,1,29.637253,0.000058
9406095,9406095,,4,3,3,6,2,0.8,0.875,67.297594,0.000013
9505156,9505156,,6,9,14,23,7,0.242424,0.311719,21022.953416,0.000024
9512032,9512032,,4,2,6,8,8,0.254582,0.330429,51865.011666,0.000013
9304035,9304035,,6,3,0,3,0,0,0,0,0.000016
9604025,9604025,,6,14,13,27,9,0.220021,0.253544,17289.84883,0.000044
9605218,9605218,,6,4,6,10,8,0.230244,0.259203,58154.601282,0.000019
9704046,9704046,,6,1,3,4,11,0.176037,0.194457,0,0.000013
9510167,9510167,,11,17,1,18,1,1,1,1542.922146,0.000055
9707063,9707063,,2,10,15,25,12,0.204815,0.237869,40577.816909,0.000019
9709021,9709021,,6,12,5,17,18,0.163904,0.193055,8826.512887,0.000032
9604002,9604002,,6,10,2,12,8,0.215674,0.24048,13332.022591,0.000037
9210084,9210084,,6,1,0,1,0,0,0,0,0.000012
9406103,9406103,,16,7,1,8,1,1,1,103.095533,0.000022
9412164,9412164,,6,3,2,5,1,1,1,26404,0.000016
9808055,9808055,,6,6,7,13,26,0.10508,0.130489,332688.555075,0.000017
9810183,9810183,,2,1,2,3,1,1,1,87.89937,0.000013
9709184,9709184,,6,2,1,3,5,0.327586,0.366667,129.933018,0.000013
9905193,9905193,,6,3,7,10,11,0.162894,0.206358,131.807935,0.000014
9804153,9804153,,6,3,9,12,32,0.067985,0.086927,18742.207949,0.000013
9507104,9507104,,6,12,0,12,0,0,0,0,0.000032
9507105,9507105,,6,19,0,19,0,0,0,0,0.000055
9708140,9708140,,6,12,8,20,9,0.209574,0.249962,29104.652176,0.000046
9709003,9709003,,6,1,0,1,0,0,0,0,0.000012
9810235,9810235,,6,8,1,9,10,0.173661,0.19434,180,0.000024
9906209,9906209,,6,1,14,15,11,0.171469,0.240165,56.423424,0.000012
2246,2246,,54,0,11,11,14,0.176253,0.201319,0,0.000011
2247,2247,,7,1,13,14,12,0.206321,0.23596,23366.539912,0.000019
9310115,9310115,,7,3,5,8,3,0.642857,0.759259,139.989741,0.000017
9404089,9404089,,7,11,1,12,2,0.666667,0.75,2.838387,0.000041
9601020,9601020,,7,8,9,17,5,0.383562,0.467857,6046.677243,0.000029
9603174,9603174,,7,13,4,17,5,0.338235,0.448551,3813.12366,0.000043
9607114,9607114,,7,12,9,21,6,0.338462,0.474621,4034.227354,0.000034
9609133,9609133,,7,6,6,12,6,0.311558,0.388172,14636.019625,0.000026
9709141,9709141,,7,4,2,6,3,0.470588,0.5625,3451.48322,0.000024
9801148,9801148,,7,2,11,13,6,0.334572,0.41963,453.306801,0.000013
9805020,9805020,,7,6,8,14,12,0.20455,0.232433,123595.131783,0.000039
9210133,9210133,,7,5,0,5,0,0,0,0,0.00003
9310177,9310177,,2,3,4,7,3,0.529412,0.666667,408.109614,0.000023
9412100,9412100,,7,2,0,2,0,0,0,0,0.000018
9406089,9406089,,7,17,1,18,2,0.666667,0.75,10505.963976,0.000047
9409169,9409169,,7,11,4,15,2,0.833333,0.9,39695.033333,0.000026
9408027,9408027,,8,7,1,8,2,0.666667,0.75,49.459347,0.000046
9403109,9403109,,7,7,1,8,1,1,1,13228.547458,0.000051
9412022,9412022,,7,5,2,7,2,0.75,0.833333,23055.90899,0.00002
9605186,9605186,,7,1,5,6,6,0.29902,0.366393,997.278871,0.000015
2248,2248,,11,0,3,3,33,0.060008,0.065524,0,0.000011
9907182,9907182,,11,17,6,23,32,0.063833,0.07078,21804.552438,0.000033
2249,2249,,34,0,13,13,22,0.141219,0.170466,0,0.000011
2250,2250,,3,2,25,27,22,0.151986,0.198711,10446.267536,0.000012
9807192,9807192,,2,6,3,9,27,0.098044,0.121606,167894.046632,0.000016
2251,2251,,16,3,2,5,31,0.072492,0.086454,386.265579,0.000017
9910103,9910103,,16,2,6,8,30,0.076236,0.08983,5648.511595,0.000019
9908131,9908131,,16,2,6,8,30,0.076247,0.089981,174.41337,0.000015
2252,2252,,2,0,6,6,27,0.102373,0.135385,0,0.000011
9703188,9703188,,1,4,15,19,10,0.186218,0.218795,40084.907579,0.000016
2254,2254,,11,3,5,8,24,0.117448,0.137497,8026.060318,0.000015
2255,2255,,34,1,16,17,22,0.147297,0.188321,1325.516116,0.000011
2256,2256,,34,14,15,29,22,0.136499,0.162503,83045.732449,0.000018
9206044,9206044,,25,49,0,49,0,0,0,0,0.000074
9410041,9410041,,34,26,12,38,7,0.361582,0.482478,14854.420451,0.000034
9610201,9610201,,25,11,15,26,6,0.315038,0.374623,17315.724159,0.00002
9810251,9810251,,34,38,7,45,25,0.115557,0.14665,34214.400186,0.000045
9910065,9910065,,34,29,26,55,23,0.135081,0.172179,185916.066249,0.000031
9910076,9910076,,34,21,23,44,21,0.148209,0.177461,284154.388306,0.000024
9910220,9910220,,7,5,13,18,24,0.122161,0.152325,76557.389167,0.000017
9203050,9203050,,25,12,0,12,0,0,0,0,0.000036
9305107,9305107,,2,9,2,11,1,1,1,24.048551,0.000041
9312171,9312171,,25,10,12,22,6,0.393258,0.571905,749.537061,0.000026
9501016,9501016,,25,18,0,18,0,0,0,0,0.000053
9505136,9505136,,25,13,3,16,2,0.8,0.875,16015.102076,0.000031
9506128,9506128,,25,7,5,12,6,0.296089,0.334969,670.223049,0.000019
9510109,9510109,,25,20,11,31,5,0.387097,0.471296,22100.304778,0.000028
9506212,9506212,,34,2,0,2,0,0,0,0,0.00002
9803083,9803083,,34,5,12,17,28,0.092671,0.122254,192.571638,0.000017
9802158,9802158,,25,14,10,24,7,0.253695,0.286079,82354.959341,0.000028
9811059,9811059,,25,10,10,20,20,0.156089,0.190898,123962.518004,0.000019
9811122,9811122,,34,7,11,18,26,0.10811,0.140781,13226.775553,0.000019
9810169,9810169,,34,21,1,22,1,1,1,10.67837,0.000029
9901087,9901087,,34,9,21,30,26,0.109449,0.148218,168645.537247,0.000016
9202086,9202086,,34,3,0,3,0,0,0,0,0.000015
9909180,9909180,,34,7,19,26,23,0.136182,0.176605,22420.388741,0.000015
9906187,9906187,,25,6,13,19,26,0.107877,0.13824,87358.798723,0.000014
9903136,9903136,,7,7,0,7,0,0,0,0,0.000043
9907065,9907065,,7,4,1,5,1,1,1,0.5,0.000021
9908180,9908180,,1,7,9,16,12,0.174906,0.19454,22427.066711,0.000026
2258,2258,,2,0,15,15,22,0.147437,0.189703,0,0.000011
9408003,9408003,,4,2,1,3,1,1,1,1854.242148,0.000015
9701122,9701122,,2,11,3,14,9,0.183876,0.218062,3940.166203,0.00003
2259,2259,,16,0,1,1,4,0.342857,0.402778,0,0.000011
9811236,9811236,,16,3,3,6,3,0.478261,0.575758,22,0.000024
9801197,9801197,,16,3,2,5,1,1,1,7,0.000024
9809110,9809110,,16,2,0,2,0,0,0,0,0.000019
3001,3001,,16,2,7,9,30,0.078715,0.099383,624.066847,0.000016
9310055,9310055,,16,8,2,10,1,1,1,520.793378,0.000021
9502104,9502104,,16,1,10,11,4,0.486486,0.592593,61.789286,0.000013
9903153,9903153,,16,7,15,22,29,0.084924,0.111022,93839.640277,0.000017
9211045,9211045,,16,6,0,6,0,0,0,0,0.000037
9211052,9211052,,62,9,0,9,0,0,0,0,0.000105
9309017,9309017,,16,2,0,2,0,0,0,0,0.000014
9312155,9312155,,16,1,0,1,0,0,0,0,0.000012
9408095,9408095,,16,3,0,3,0,0,0,0,0.000014
9411223,9411223,,16,6,10,16,4,0.5,0.632716,65482.089488,0.000019
9306161,9306161,,11,19,0,19,0,0,0,0,0.000121
9503232,9503232,,8,20,9,29,6,0.344681,0.398045,98613.115142,0.000056
9208040,9208040,,16,8,0,8,0,0,0,0,0.000032
9602029,9602029,,16,11,21,32,8,0.230034,0.285746,112493.521852,0.000026
9609155,9609155,,16,5,2,7,8,0.214867,0.237299,7259.928423,0.000018
9709097,9709097,,16,12,6,18,24,0.111684,0.136146,7361.736821,0.000025
9806133,9806133,,16,23,16,39,28,0.091251,0.122197,38342.094377,0.000029
9807022,9807022,,16,9,7,16,29,0.083806,0.106151,49481.505824,0.000018
9808120,9808120,,16,18,23,41,28,0.092378,0.126843,56555.02302,0.000023
3002,3002,,0,10,6,16,23,0.132594,0.161586,997.062589,0.000019
