Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,componentnumber,strongcompnum,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality
9311027,9311027,,19,5,24,19,5,24,0.000003,0.000008,0,3552,6,0.000035,2,0.777778,0.857143,15387.128042,0.119565,0.005591
9410026,9410026,,14,3,17,14,3,17,0.000001,0.000003,0,11452,6,0.000025,2,0.636364,0.714286,46.029913,0.165441,0.003883
9505138,9505138,,6,9,15,6,9,15,0.000001,0.000007,0,11454,6,0.000014,6,0.375,0.505128,48.248619,0.3,0.00175
9305154,9305154,,16,0,16,16,0,16,0.00011,0,0,2377,6,0.00003,0,0,0,0,0.070833,0.004391
9510070,9510070,,2,7,9,2,7,9,0,0.000005,0,11457,6,0.000012,6,0.395349,0.515686,7.07075,0.236111,0.000576
9404188,9404188,,19,11,30,19,11,30,0.000005,0.000081,0,3852,6,0.000025,3,0.636364,0.746032,5250.154366,0.147126,0.005055
9510084,9510084,,4,6,10,4,6,10,0.000001,0.000006,0,11463,6,0.000013,5,0.404762,0.497059,2.309894,0.355556,0.001093
9605061,9605061,,2,21,23,2,21,23,0.000001,0.000009,0,11469,6,0.000012,9,0.219589,0.301662,7252.539996,0.203557,0.000726
9503088,9503088,,22,4,26,22,4,26,0.000079,0.000048,0,11461,6,0.000038,6,0.282051,0.344805,992.054109,0.078462,0.005518
9605219,9605219,,11,9,20,11,9,20,0.000002,0.000016,0,11471,6,0.00002,8,0.25557,0.312686,1092.899359,0.205263,0.002905
9603111,9603111,,5,14,19,5,14,19,0.000001,0.000008,0,11466,6,0.000014,8,0.234442,0.301026,3332.034616,0.269006,0.001456
9512174,9512174,,5,18,23,5,18,23,0.000001,0.000025,0,11465,6,0.000014,7,0.303393,0.40271,27586.550785,0.15415,0.001262
9601055,9601055,,3,19,22,3,19,22,0.000004,0.000026,0,11474,6,0.000012,8,0.252438,0.341043,192.754751,0.21645,0.000775
9211114,9211114,,38,1,39,38,1,39,0.000007,0.000001,0,1185,6,0.000147,1,1,1,26.445112,0.062078,0.009823
9809140,9809140,,7,12,19,7,12,19,0.000001,0.000007,0,11477,6,0.000015,13,0.13804,0.154992,3250.448785,0.128655,0.001751
9810098,9810098,,19,13,32,19,13,32,0.000006,0.000008,0,11476,6,0.000026,14,0.126711,0.145874,179316.106556,0.154234,0.004878
2066,2066,,26,16,42,26,16,42,0.004774,0.012184,0,11482,1,0.000022,13,0.194308,0.216045,9811.347545,0.170732,0.007921
9406156,9406156,,3,1,4,3,1,4,0.000019,0.000056,0,2877,4,0.000028,2,0.666667,0.75,81.667023,0.166667,0.001373
9407109,9407109,,3,17,20,3,17,20,0.000038,0.000293,0,2882,4,0.000031,5,0.34058,0.429078,84301.818448,0.031579,0.001513
2067,2067,,57,27,84,57,27,84,0.003378,0.002946,0,11483,30,0.000064,12,0.213651,0.23644,94120.375418,0.140275,0.027888
9304114,9304114,,13,2,15,13,2,15,0.000023,0.000003,0,7009,26,0.000112,1,1,1,2537.982789,0.114286,0.004021
9402098,9402098,,6,1,7,6,1,7,0.000038,0,0,6834,30,0.000028,1,1,1,3884.709053,0.119048,0.002213
9404159,9404159,,5,4,9,5,4,9,0.000009,0.000005,0,7019,26,0.000038,2,0.75,0.833333,8419.525612,0.055556,0.001945
9407193,9407193,,14,2,16,14,2,16,0.000023,0,0,7011,26,0.000096,2,0.666667,0.75,1509.87141,0.125,0.00417
9501092,9501092,,8,4,12,8,4,12,0.000034,0.000001,0,7020,26,0.00004,3,0.458333,0.530303,10314.846512,0.212121,0.002725
9508003,9508003,,10,5,15,10,5,15,0.000179,0.000001,0,7022,26,0.000037,4,0.371429,0.474359,11756.563699,0.138095,0.003541
9509002,9509002,,3,5,8,3,5,8,0.000085,0.000003,0,7024,26,0.000024,4,0.41791,0.5,26212.82521,0.142857,0.001531
9509034,9509034,,5,8,13,5,8,13,0.000012,0.000005,0,7025,26,0.000036,4,0.407895,0.532258,8507.815864,0.153846,0.001883
9608003,9608003,,1,8,9,1,8,9,0.000009,0.000003,0,7026,26,0.000019,4,0.415584,0.53125,4585.365804,0.291667,0.00097
9206024,9206024,,11,0,11,11,0,11,0.000006,0,0,4816,15,0.000121,0,0,0,0,0.090909,0.003953
9409048,9409048,,3,5,8,3,5,8,0.000026,0.000004,0,7006,15,0.000043,2,0.857143,0.916667,26877.901465,0.160714,0.001856
9707202,9707202,,18,37,55,18,37,55,0.000955,0.006985,0,6837,30,0.000056,12,0.219671,0.262019,179275.124844,0.080135,0.008226
9409106,9409106,,2,2,4,2,2,4,0.000002,0.000001,0,8528,15,0.000021,3,0.545455,0.638889,21226.197651,0,0.000947
9810215,9810215,,6,11,17,6,11,17,0.000294,0.000857,0,8525,15,0.000026,15,0.176508,0.197984,33425.834375,0.132353,0.001881
2068,2068,,1,4,5,1,4,5,0.000054,0,0,11484,52,0.00001,1,1,1,8,0.25,0.000226
2069,2069,,2,5,7,2,5,7,0.000088,0.000465,0,11485,13,0.000011,14,0.188266,0.211406,27.474274,0.214286,0.000535
9807156,9807156,,5,19,24,5,19,24,0.001414,0.021015,0,7424,1,0.000013,13,0.203539,0.230512,1099.215091,0.213768,0.00213
9902128,9902128,,19,15,34,19,15,34,0.0033,0.002963,0,8247,13,0.000021,13,0.201398,0.231218,2653.671198,0.21123,0.007294
2070,2070,,14,20,34,14,20,34,0.000359,0.000673,0,11506,0,0.000018,12,0.198753,0.225436,24284.207221,0.09893,0.003605
9401160,9401160,,1,0,1,1,0,1,0.000008,0,0,11505,0,0.000011,0,0,0,0,0,0.000317
9412157,9412157,,6,4,10,6,4,10,0.000247,0.000077,0,5121,13,0.000017,5,0.312203,0.343232,7849.194685,0.1,0.001658
9501070,9501070,,2,15,17,2,15,17,0.00001,0.000254,0,11501,41,0.000014,6,0.339344,0.404831,717.562675,0.136029,0.000551
9503218,9503218,,2,4,6,2,4,6,0.000008,0.000202,0,11502,13,0.000014,6,0.295285,0.3257,263.28226,0.1,0.000556
9605043,9605043,,6,12,18,6,12,18,0.000461,0.002768,0,6462,13,0.000017,10,0.227815,0.277191,2106.209074,0.091503,0.001737
9707233,9707233,,3,8,11,3,8,11,0.000039,0.000559,0,11504,13,0.000011,12,0.187471,0.211247,3163.831479,0.127273,0.000762
9806167,9806167,,7,14,21,7,14,21,0.000391,0.001701,0,11495,0,0.000014,14,0.175712,0.201031,193.187271,0.22381,0.002259
9909061,9909061,,61,154,215,61,154,215,0.00244,0.017662,0,11500,0,0.000065,11,0.245409,0.296836,517130.182223,0.042947,0.016363
9203082,9203082,,17,0,17,17,0,17,0.000379,0,0,4181,13,0.000081,0,0,0,0,0.029412,0.004275
9406009,9406009,,21,3,24,21,3,24,0.000728,0.000181,0,347,13,0.000087,2,0.714286,0.8,225.855486,0.11413,0.011257
9407099,9407099,,21,33,54,21,33,54,0.001065,0.001082,0,506,13,0.000061,4,0.441913,0.517612,36567.354213,0.075821,0.010251
9404132,9404132,,4,14,18,4,14,18,0.000049,0.000229,0,1084,41,0.000015,5,0.327332,0.377583,16664.472529,0.248366,0.001434
9406136,9406136,,8,18,26,8,18,26,0.000241,0.000363,0,505,41,0.00002,5,0.375519,0.442726,3291.276242,0.235385,0.003322
9408048,9408048,,4,5,9,4,5,9,0.000037,0.000134,0,547,41,0.000017,6,0.264045,0.314539,190.535204,0.277778,0.001722
9408169,9408169,,6,5,11,6,5,11,0.000256,0.000788,0,5726,13,0.00002,4,0.331551,0.388441,330.87423,0.054545,0.00176
9311080,9311080,,3,3,6,3,3,6,0.000066,0.000186,0,493,0,0.000017,2,0.8,0.875,9984.078812,0.1,0.001205
9502007,9502007,,19,11,30,19,11,30,0.00035,0.000191,0,2302,0,0.000039,6,0.320408,0.380042,1799.640561,0.128736,0.006428
9503142,9503142,,8,9,17,8,9,17,0.000373,0.000121,0,2304,0,0.000023,7,0.247525,0.289685,41957.104499,0.216912,0.003519
9703009,9703009,,12,33,45,12,33,45,0.000896,0.011127,0,4443,13,0.000022,11,0.234875,0.273282,60882.990488,0.124242,0.003654
9210001,9210001,,5,0,5,5,0,5,0.000096,0,0,3366,8,0.000014,0,0,0,0,0.05,0.001213
9511163,9511163,,3,3,6,3,3,6,0.000038,0.000006,0,11503,13,0.000012,7,0.238659,0.261895,80.269752,0.1,0.000685
9502002,9502002,,17,0,17,17,0,17,0.000606,0,0,1109,13,0.000035,0,0,0,0,0.158088,0.005253
9504057,9504057,,6,10,16,6,10,16,0.000241,0.000183,0,2637,0,0.000015,8,0.226607,0.278604,487.888167,0.179167,0.00232
9504155,9504155,,7,3,10,7,3,10,0.000383,0.000214,0,2154,13,0.000013,5,0.315271,0.357031,530.911056,0.1,0.002211
9506205,9506205,,4,14,18,4,14,18,0.00026,0.000939,0,11499,13,0.000012,8,0.267888,0.323583,4673.644558,0.140523,0.001359
9602087,9602087,,35,6,41,35,6,41,0.000974,0.000144,0,2613,0,0.000049,7,0.25498,0.293601,869.635337,0.143293,0.011289
9608041,9608041,,9,13,22,9,13,22,0.00042,0.000172,0,4554,0,0.00002,12,0.174794,0.209068,19554.491991,0.136364,0.0033
9609013,9609013,,1,2,3,1,2,3,0.000208,0.000005,0,11498,5,0.00001,7,0.21129,0.235823,1938.675993,0.166667,0.000655
9610179,9610179,,13,9,22,13,9,22,0.000507,0.00016,0,4550,0,0.000018,12,0.169799,0.197545,1360.368657,0.203463,0.004246
9701115,9701115,,13,14,27,13,14,27,0.000818,0.000283,0,4538,0,0.00002,11,0.193637,0.220444,59407.421942,0.188034,0.004784
9701146,9701146,,8,8,16,8,8,16,0.00044,0.000157,0,4537,0,0.000016,8,0.230721,0.269295,396.611809,0.320833,0.003479
9705016,9705016,,9,17,26,9,17,26,0.000852,0.005491,0,5910,0,0.000015,12,0.20334,0.23377,4052.136318,0.215385,0.002803
9705058,9705058,,8,35,43,8,35,43,0.000561,0.012365,0,5911,13,0.000017,11,0.231596,0.271005,38657.75501,0.136213,0.002706
9708008,9708008,,8,36,44,8,36,44,0.000513,0.002054,0,6117,0,0.000015,16,0.17868,0.227147,17175.534657,0.179704,0.002876
9708153,9708153,,1,23,24,1,23,24,0.000208,0.005927,0,11497,0,0.00001,11,0.227674,0.264136,405.345953,0.199275,0.000655
9708157,9708157,,21,20,41,21,20,41,0.001629,0.004764,0,6545,13,0.000023,13,0.213111,0.248568,8347.191234,0.171341,0.005883
9802138,9802138,,6,2,8,6,2,8,0.000294,0.002531,0,11496,2,0.000017,8,0.221546,0.251135,607.765233,0.053571,0.001887
9809185,9809185,,2,17,19,2,17,19,0.000321,0.000224,0,11494,0,0.00001,14,0.168454,0.19194,7563.660359,0.245614,0.001017
9810159,9810159,,8,39,47,8,39,47,0.000667,0.007118,0,11491,13,0.000016,13,0.207254,0.243757,17093.304508,0.083256,0.002448
9810240,9810240,,3,29,32,3,29,32,0.000565,0.007012,0,11490,0,0.000011,11,0.237697,0.275725,13986.751354,0.110887,0.001126
9811019,9811019,,4,97,101,4,97,101,0.000284,0.050963,0,11489,2,0.000015,11,0.241623,0.290615,66824.748336,0.090891,0.001382
9901044,9901044,,11,14,25,11,14,25,0.000496,0.000329,0,10233,0,0.000015,12,0.213976,0.245989,7531.747685,0.208333,0.003813
9903008,9903008,,20,47,67,20,47,67,0.000612,0.005022,0,10234,0,0.000031,12,0.218934,0.25598,87614.68102,0.103573,0.006102
9904033,9904033,,5,42,47,5,42,47,0.001494,0.027384,0,11487,13,0.000011,12,0.227966,0.268482,6318.779907,0.112858,0.001605
9906006,9906006,,12,28,40,12,28,40,0.00065,0.001164,0,11486,0,0.000015,12,0.215529,0.246884,12028.974533,0.122436,0.003811
2071,2071,,0,5,5,0,5,5,0,0.000008,0,11507,2,0.00001,16,0.143437,0.15793,0,0.4,0
9512036,9512036,,13,7,20,13,7,20,0.000133,0.000044,0,7881,2,0.000036,2,0.705882,0.791667,39874.750416,0.102632,0.003223
9604006,9604006,,13,4,17,13,4,17,0.000198,0.000002,0,8874,2,0.00003,3,0.518519,0.607143,7223.212301,0.161765,0.003214
9604074,9604074,,10,7,17,10,7,17,0.000084,0.000047,0,8886,2,0.00003,3,0.576923,0.7,93.038696,0.150735,0.002378
9712056,9712056,,9,5,14,9,5,14,0.000211,0.000009,0,8889,0,0.000019,15,0.165844,0.186038,4039.899287,0.175824,0.002052
9805044,9805044,,4,22,26,4,22,26,0.000031,0.000012,0,8906,22,0.000016,16,0.143764,0.161084,138796.68953,0.050769,0.000921
9308022,9308022,,11,4,15,11,4,15,0.000021,0.000038,0,7879,2,0.000038,1,1,1,158.660674,0.057143,0.002699
9308140,9308140,,6,2,8,6,2,8,0.000039,0,0,7878,2,0.000028,1,1,1,6994.348806,0.25,0.001587
9401011,9401011,,2,0,2,2,0,2,0.000001,0,0,7877,22,0.000016,0,0,0,0,0.5,0.000528
9409001,9409001,,10,0,10,10,0,10,0.000078,0,0,7876,2,0.000028,0,0,0,0,0.111111,0.002483
9502148,9502148,,1,0,1,1,0,1,0,0,0,8873,2,0.000017,0,0,0,0,0,0.000308
9706152,9706152,,5,12,17,5,12,17,0.000168,0.004628,0,8885,0,0.000017,11,0.21455,0.244693,5136.908185,0.202206,0.001236
9709025,9709025,,7,20,27,7,20,27,0.000159,0.003833,0,8887,0,0.00002,14,0.195517,0.229581,16797.059029,0.178063,0.001667
9711196,9711196,,4,14,18,4,14,18,0.000123,0.004969,0,8888,0,0.000016,15,0.183121,0.218784,4805.005935,0.205882,0.000969
9202025,9202025,,7,0,7,7,0,7,0.000002,0,0,4150,22,0.000042,0,0,0,0,0.142857,0.001833
9208049,9208049,,2,0,2,2,0,2,0,0,0,8900,22,0.000013,0,0,0,0,0.5,0.000527
9209086,9209086,,12,0,12,12,0,12,0.000002,0,0,3723,22,0.00008,0,0,0,0,0.075758,0.002901
9310142,9310142,,8,0,8,8,0,8,0.000005,0,0,4774,28,0.00006,0,0,0,0,0.089286,0.00203
9403196,9403196,,18,1,19,18,1,19,0.00002,0.000027,0,7882,22,0.000094,1,1,1,58.965243,0.134503,0.004546
9405164,9405164,,2,2,4,2,2,4,0,0,0,8905,23,0.000012,2,0.666667,0.75,15442.355962,0.083333,0.000478
9506010,9506010,,7,0,7,7,0,7,0.000003,0,0,3726,22,0.000021,0,0,0,0,0.214286,0.001745
9602048,9602048,,9,3,12,9,3,12,0.000001,0,0,3721,22,0.000026,1,1,1,194.090269,0.227273,0.002215
9603052,9603052,,4,6,10,4,6,10,0.00006,0,0,3727,22,0.000018,3,0.692308,0.814815,97350.130525,0.2,0.001597
9608088,9608088,,4,2,6,4,2,6,0.000016,0,0,8902,22,0.000014,3,0.571429,0.708333,108.911909,0.133333,0.000923
9712247,9712247,,4,8,12,4,8,12,0.000033,0.000011,0,8891,2,0.000015,15,0.16596,0.186692,43530.420543,0.151515,0.000949
2073,2073,,49,18,67,49,18,67,0.002589,0.003331,0,11508,3,0.000057,13,0.194734,0.218667,110507.348,0.049525,0.018168
9207045,9207045,,1,1,2,1,1,2,0.00003,0.000002,0,2679,0,0.000017,1,1,1,56.374884,0,0.001042
9210047,9210047,,1,2,3,1,2,3,0.00003,0.000019,0,2678,0,0.000017,1,1,1,801.896033,0,0.001042
2074,2074,,2,12,14,2,12,14,0.000082,0.001324,0,11509,3,0.00001,13,0.195621,0.219633,1944.02976,0.208791,0.000495
9804081,9804081,,14,5,19,14,5,19,0.001997,0.001232,0,8445,2,0.000015,13,0.178044,0.198403,311.195821,0.195906,0.004771
9901136,9901136,,9,14,23,9,14,23,0.001016,0.003954,0,9445,2,0.000014,15,0.176305,0.201728,586.963541,0.12253,0.002531
2075,2075,,182,8,190,182,8,190,0.00898,0.002069,0,11510,30,0.00016,13,0.189389,0.205939,15798.319284,0.062657,0.0688
2077,2077,,4,13,17,4,13,17,0.000161,0.003735,0,11514,2,0.000012,13,0.191154,0.213872,2997.540459,0.143382,0.000911
9702052,9702052,,3,13,16,3,13,16,0.000066,0.001219,0,11513,0,0.000012,11,0.212964,0.240759,868.90402,0.258333,0.000691
9908136,9908136,,4,9,13,4,9,13,0.000111,0.000255,0,11512,13,0.000013,13,0.183504,0.20442,4346.738336,0.057692,0.001108
9612102,9612102,,31,36,67,31,36,67,0.001238,0.005297,0,2954,0,0.000046,11,0.238245,0.28152,321367.590695,0.063772,0.009682
9612171,9612171,,4,20,24,4,20,24,0.000055,0.004152,0,8858,28,0.000014,11,0.220344,0.255733,3418.722915,0.11413,0.000993
9905161,9905161,,7,21,28,7,21,28,0.000445,0.018591,0,11511,13,0.000015,12,0.208523,0.238557,10378.168129,0.108466,0.001838
2078,2078,,4,12,16,4,12,16,0.000008,0.000083,0,11516,28,0.000014,12,0.194043,0.212886,19946.866493,0.241667,0.000916
9809160,9809160,,10,20,30,10,20,30,0.00044,0.000157,0,9542,28,0.00002,18,0.159583,0.185328,35526.255795,0.110345,0.002495
9912033,9912033,,3,8,11,3,8,11,0.000023,0.00181,0,11515,28,0.000013,11,0.226608,0.255885,24478.36881,0.227273,0.000697
9207024,9207024,,25,0,25,25,0,25,0.000208,0,0,1519,28,0.000074,0,0,0,0,0.083333,0.007296
9412179,9412179,,17,1,18,17,1,18,0.000122,0.000056,0,1518,28,0.000043,6,0.307125,0.3388,0,0.196078,0.005173
9510005,9510005,,1,5,6,1,5,6,0.000002,0.000087,0,9541,28,0.000011,8,0.234303,0.271545,108.578621,0.2,0.000288
9605208,9605208,,13,3,16,13,3,16,0.000242,0.000038,0,2870,28,0.000064,11,0.186644,0.209691,14540.024743,0.1,0.003637
9605233,9605233,,15,4,19,15,4,19,0.000416,0.000008,0,2896,15,0.00003,3,0.529412,0.666667,46229.928634,0.067251,0.003999
9606061,9606061,,25,5,30,25,5,30,0.000259,0.000076,0,3934,28,0.000082,12,0.173003,0.193878,103277.059602,0.093103,0.006776
9608196,9608196,,16,9,25,16,9,25,0.000167,0.000081,0,4196,28,0.000025,6,0.3222,0.377134,19103.440768,0.165,0.004388
9611101,9611101,,13,3,16,13,3,16,0.000243,0.000006,0,9535,28,0.000051,13,0.154764,0.168843,15620.91422,0.15,0.003169
9704076,9704076,,15,13,28,15,13,28,0.000105,0.000111,0,6714,28,0.000023,13,0.159894,0.184984,5234.163338,0.160053,0.004126
9710196,9710196,,5,2,7,5,2,7,0.000208,0.000003,0,9540,28,0.000016,14,0.134125,0.143383,915.764525,0.238095,0.001248
9710197,9710197,,7,2,9,7,2,9,0.000024,0.000003,0,9536,28,0.000023,14,0.134125,0.143383,37.805591,0.277778,0.001696
9711111,9711111,,6,4,10,6,4,10,0.000024,0.000004,0,9539,28,0.000022,14,0.13429,0.144417,11803.524889,0.2,0.001437
9804206,9804206,,4,24,28,4,24,28,0.000211,0.000345,0,9534,28,0.000013,17,0.177388,0.212196,17769.855882,0.128307,0.001122
9203074,9203074,,36,0,36,36,0,36,0.000413,0,0,466,28,0.00034,0,0,0,0,0.055556,0.010355
2080,2080,,0,5,5,0,5,5,0,0.000036,0,11520,52,0.00001,17,0.130241,0.149157,0,0.2,0
9207071,9207071,,10,0,10,10,0,10,0.000008,0,0,528,52,0.000041,0,0,0,0,0.133333,0.002977
9712243,9712243,,1,1,2,1,1,2,0,0,0,11519,52,0.000012,1,1,1,1,0,0.000219
9912112,9912112,,1,5,6,1,5,6,0,0.000036,0,11517,52,0.000012,16,0.145347,0.166397,2984.80641,0.066667,0.000219
9301094,9301094,,3,0,3,3,0,3,0.000003,0,0,564,6,0.000017,0,0,0,0,0.166667,0.001015
9305072,9305072,,6,0,6,6,0,6,0.000004,0,0,525,52,0.000038,0,0,0,0,0.266667,0.001904
9305174,9305174,,15,0,15,15,0,15,0.000045,0,0,545,9,0.000079,0,0,0,0,0.019048,0.003881
9306164,9306164,,6,1,7,6,1,7,0.000007,0,0,563,9,0.000019,1,1,1,158.759863,0.095238,0.001755
9307163,9307163,,5,5,10,5,5,10,0.000004,0.000056,0,526,3,0.000028,4,0.473684,0.549383,23467.959471,0.133333,0.001646
9308105,9308105,,1,1,2,1,1,2,0.000003,0,0,562,9,0.000013,1,1,1,121.899718,0,0.000563
9309087,9309087,,4,0,4,4,0,4,0.000003,0,0,536,52,0.00002,0,0,0,0,0.333333,0.001347
9310040,9310040,,6,4,10,6,4,10,0.000085,0.000007,0,535,52,0.000024,1,1,1,42804.328548,0.055556,0.001958
9311062,9311062,,13,14,27,13,14,27,0.000054,0.000117,0,527,13,0.000049,5,0.442177,0.540769,12019.157044,0.096866,0.004204
9312050,9312050,,9,0,9,9,0,9,0.000008,0,0,530,52,0.000029,0,0,0,0,0.194444,0.002737
9312094,9312094,,12,3,15,12,3,15,0.000039,0.000001,0,529,52,0.000037,6,0.316038,0.364428,5746.366693,0.157143,0.003701
9406076,9406076,,9,7,16,9,7,16,0.000018,0.000002,0,537,52,0.000029,6,0.334821,0.405556,1344.896824,0.129167,0.002575
9407131,9407131,,6,3,9,6,3,9,0.000039,0.000001,0,552,13,0.000023,5,0.350785,0.390796,14484.587944,0.208333,0.00223
9408034,9408034,,1,5,6,1,5,6,0.000003,0.000008,0,550,13,0.000013,5,0.30131,0.347585,22361.204013,0.2,0.000563
9408087,9408087,,2,1,3,2,1,3,0.000003,0.000001,0,546,52,0.000014,1,1,1,2,0.166667,0.000789
9408112,9408112,,1,16,17,1,16,17,0.000003,0.000247,0,544,13,0.000013,5,0.350495,0.422222,20390.494555,0.110294,0.000563
9411209,9411209,,1,6,7,1,6,7,0.000003,0.000001,0,538,52,0.000013,7,0.257627,0.317356,0,0.309524,0.000563
9503209,9503209,,53,2,55,53,2,55,0.002246,0.000073,0,2270,9,0.0001,1,1,1,1709.080068,0.184848,0.01897
9607048,9607048,,8,6,14,8,6,14,0.000276,0.000186,0,7095,9,0.000014,7,0.25,0.286853,540.782057,0.28022,0.002284
9611208,9611208,,4,1,5,4,1,5,0.000023,0.000018,0,7094,9,0.000012,1,1,1,0.7,0.2,0.001134
9710036,9710036,,2,0,2,2,0,2,0,0,0,11518,52,0.000029,0,0,0,0,0,0.000451
9307106,9307106,,9,3,12,9,3,12,0.000007,0.000013,0,1298,9,0.000028,1,1,1,10551.65125,0.068182,0.002591
9410029,9410029,,12,0,12,12,0,12,0.000123,0,0,2316,52,0.000075,0,0,0,0,0.090909,0.002893
2081,2081,,0,17,17,0,17,17,0,0.000009,0,11558,9,0.00001,14,0.158376,0.176972,0,0.227941,0
9204097,9204097,,21,0,21,21,0,21,0.000006,0,0,1484,9,0.000079,0,0,0,0,0.197619,0.005667
9212113,9212113,,20,5,25,20,5,25,0.000011,0.000029,0,2848,9,0.000046,2,0.857143,0.916667,4049.03834,0.088333,0.005166
9511208,9511208,,8,1,9,8,1,9,0.000002,0,0,11521,9,0.000019,5,0.291139,0.316304,2.072084,0.388889,0.002064
9601056,9601056,,19,5,24,19,5,24,0.00009,0.000008,0,6297,9,0.000028,4,0.436782,0.497807,25300.047257,0.146739,0.004948
9602166,9602166,,3,7,10,3,7,10,0,0.000001,0,11522,9,0.000012,5,0.330827,0.394129,8.851611,0.233333,0.000753
9701041,9701041,,14,19,33,14,19,33,0.000003,0.000028,0,11523,9,0.000024,5,0.40724,0.511296,463.263798,0.147727,0.003409
9706041,9706041,,10,7,17,10,7,17,0.000001,0.000001,0,11524,9,0.00002,5,0.339552,0.401282,65.960519,0.227941,0.002392
9707211,9707211,,7,9,16,7,9,16,0.000001,0.000005,0,11530,9,0.000015,6,0.276748,0.330756,358.371562,0.291667,0.001667
9712085,9712085,,8,11,19,8,11,19,0.000001,0.000025,0,11531,9,0.000016,13,0.174583,0.198316,19859.571172,0.24269,0.00186
9712165,9712165,,4,9,13,4,9,13,0,0.000003,0,11554,9,0.000014,14,0.159856,0.181055,11260.879302,0.166667,0.000962
9807234,9807234,,6,12,18,6,12,18,0.000001,0.000001,0,11544,9,0.000014,14,0.153128,0.171395,2951.537627,0.20915,0.001374
9902044,9902044,,3,11,14,3,11,14,0.000001,0.000007,0,11555,9,0.000011,15,0.144392,0.162555,1406.329515,0.208791,0.000684
9905063,9905063,,4,16,20,4,16,20,0.000001,0.000027,0,11556,9,0.000013,13,0.179628,0.203657,9081.127274,0.213158,0.00089
9905150,9905150,,2,8,10,2,8,10,0.000001,0,0,11557,9,0.000012,14,0.156951,0.173611,3770.686508,0.2,0.000438
9201071,9201071,,10,0,10,10,0,10,0.000003,0,0,170,5,0.000094,0,0,0,0,0.066667,0.003062
9204063,9204063,,6,0,6,6,0,6,0.000001,0,0,619,9,0.000112,0,0,0,0,0.166667,0.002008
9207032,9207032,,30,0,30,30,0,30,0.000422,0,0,1482,9,0.000089,0,0,0,0,0.117241,0.008678
9504056,9504056,,12,3,15,12,3,15,0.000002,0.000133,0,7498,9,0.00004,4,0.401786,0.448148,8860.006358,0.252381,0.003127
9308037,9308037,,13,4,17,13,4,17,0.000209,0.000013,0,6294,9,0.000026,1,1,1,14514.923751,0.176471,0.003626
9311180,9311180,,17,10,27,17,10,27,0.000015,0.000023,0,6296,9,0.00004,2,0.777778,0.857143,8760.565626,0.10114,0.004587
9403124,9403124,,9,10,19,9,10,19,0.000002,0.000013,0,6295,9,0.000022,3,0.621622,0.710145,11672.712664,0.178363,0.002366
9411119,9411119,,5,3,8,5,3,8,0.000002,0.000001,0,7496,9,0.000021,3,0.571429,0.666667,7.265981,0.25,0.001357
9512079,9512079,,11,15,26,11,15,26,0.00001,0.000016,0,7501,9,0.000021,5,0.382222,0.476938,33166.832513,0.152308,0.00282
9201079,9201079,,10,0,10,10,0,10,0.000006,0,0,6293,9,0.000023,0,0,0,0,0.144444,0.002663
9209105,9209105,,18,3,21,18,3,21,0.000085,0.000005,0,1485,9,0.000067,1,1,1,14221.196332,0.142857,0.004782
9306034,9306034,,13,3,16,13,3,16,0.000006,0.000001,0,1487,9,0.000025,2,0.714286,0.8,28625.32542,0.141667,0.003381
9309014,9309014,,8,3,11,8,3,11,0.000059,0.000001,0,6292,9,0.000018,2,0.714286,0.8,130.685438,0.2,0.002132
9403032,9403032,,9,3,12,9,3,12,0.000004,0.000001,0,6291,9,0.000022,2,0.714286,0.8,612.082612,0.19697,0.00244
9403075,9403075,,5,10,15,5,10,15,0.000001,0.000014,0,7500,9,0.00002,3,0.607143,0.754902,6317.755511,0.085714,0.001302
9505149,9505149,,1,11,12,1,11,12,0,0.000096,0,11529,9,0.000011,5,0.326291,0.389928,431.017078,0.05303,0.000266
9605220,9605220,,12,11,23,12,11,23,0.00002,0.000012,0,7506,9,0.000024,11,0.173339,0.198147,86517.152447,0.104743,0.003034
9705234,9705234,,6,6,12,6,6,12,0.000001,0.000011,0,11553,9,0.000018,11,0.169862,0.189134,2357.4033,0.106061,0.001402
9712102,9712102,,3,21,24,3,21,24,0,0.000147,0,11552,9,0.000013,13,0.195367,0.231765,4475.789727,0.144928,0.000737
9201008,9201008,,7,0,7,7,0,7,0,0,0,1069,9,0.000065,0,0,0,0,0.095238,0.001847
9511032,9511032,,4,0,4,4,0,4,0,0,0,11543,9,0.000014,0,0,0,0,0.166667,0.000949
9712169,9712169,,1,7,8,1,7,8,0,0.000003,0,11542,22,0.000011,8,0.236392,0.270238,1486.229642,0.142857,0.000259
9802204,9802204,,2,13,15,2,13,15,0,0.000025,0,11532,9,0.000012,13,0.174713,0.198967,2607.912123,0.219048,0.000504
2082,2082,,9,6,15,9,6,15,0.000564,0.000104,0,11559,25,0.000017,13,0.158866,0.172638,4812.821482,0.209524,0.002206
2083,2083,,0,2,2,0,2,2,0,0.000001,0,11562,15,0.00001,11,0.156863,0.180887,0,0.5,0
9705075,9705075,,8,1,9,8,1,9,0.000071,0,0,6492,2,0.000042,1,1,1,9432,0.097222,0.002101
